"STATE","DISTRICT","BLOCK","VILLAGE","PUBLIC GOVERNMENT OWNED","PUBLIC COOPERATIVE SOCIETY","PUBLIC PANCHAYAT OWNED","PUBLIC OTHERS","PUBLIC TOTAL","PRIVATE GROUP OF FARMERS","PRIVATE INDIVIDUAL FARMERS","PRIVATE TOTAL","GRAND TOTAL"
"ANDHRA PRADESH","MAHABOOBNAGAR","KODAIR","PASPULA",0,0,0,0,0,0,41,41,41
"ANDHRA PRADESH","MAHABOOBNAGAR","KODAIR","KODAIR",0,0,0,0,0,2,68,70,70
"ANDHRA PRADESH","MAHABOOBNAGAR","KODAIR","NAGULAPALLE",0,0,0,0,0,0,77,77,77
"ANDHRA PRADESH","MAHABOOBNAGAR","KODAIR","RAJAPURAM",0,0,0,0,0,0,50,50,50
"ANDHRA PRADESH","MAHABOOBNAGAR","KODAIR","KADIREPADU",0,2,0,0,2,0,61,61,63
"ANDHRA PRADESH","MAHABOOBNAGAR","KODAIR","MAILARAM",0,0,0,0,0,0,20,20,20
"ANDHRA PRADESH","MAHABOOBNAGAR","KODAIR","BADIGADINNE",0,0,0,0,0,0,10,10,10
"ANDHRA PRADESH","MAHABOOBNAGAR","KODAIR","NARSAIPALLE",0,0,0,0,0,0,43,43,43
"ANDHRA PRADESH","MAHABOOBNAGAR","KODAIR","YETHAM",0,0,0,0,0,0,96,96,96
"ANDHRA PRADESH","MAHABOOBNAGAR","KODAIR","KONDRAOPALLLE",0,0,0,0,0,0,10,10,10
"ANDHRA PRADESH","MAHABOOBNAGAR","GOPALPETA","THADPARTHY",0,0,1,1,2,0,157,157,159
"ANDHRA PRADESH","MAHABOOBNAGAR","GOPALPETA","CHENNUR",0,0,0,0,0,0,156,156,156
"ANDHRA PRADESH","MAHABOOBNAGAR","GOPALPETA","BUDDHARAM",0,0,0,0,0,0,258,258,258
"ANDHRA PRADESH","MAHABOOBNAGAR","GOPALPETA","POLKEPAHAD",0,0,0,0,0,0,241,241,241
"ANDHRA PRADESH","MAHABOOBNAGAR","GOPALPETA","THALPUNUR",0,0,0,0,0,0,129,129,129
"ANDHRA PRADESH","MAHABOOBNAGAR","GOPALPETA","VALLABHANPALLE",0,0,0,0,0,0,35,35,35
"ANDHRA PRADESH","MAHABOOBNAGAR","GOPALPETA","SHANAIPALLE",0,0,0,0,0,0,47,47,47
"ANDHRA PRADESH","MAHABOOBNAGAR","GOPALPETA","NAGAPUR",0,0,0,0,0,0,38,38,38
"ANDHRA PRADESH","MAHABOOBNAGAR","GOPALPETA","BANDARAIPAKULA",0,0,0,0,0,0,70,70,70
"ANDHRA PRADESH","MAHABOOBNAGAR","GOPALPETA","KONKALAPALLE",0,0,0,0,0,0,30,30,30
"ANDHRA PRADESH","MAHABOOBNAGAR","GOPALPETA","REVALLY",0,0,0,0,0,0,115,115,115
"ANDHRA PRADESH","MAHABOOBNAGAR","GOPALPETA","CHENNERAM",0,0,0,0,0,0,87,87,87
"ANDHRA PRADESH","MAHABOOBNAGAR","GOPALPETA","KESAMPETA",0,0,0,0,0,0,135,135,135
"ANDHRA PRADESH","MAHABOOBNAGAR","GOPALPETA","CHAKALPALLE",0,0,0,0,0,0,89,89,89
"ANDHRA PRADESH","MAHABOOBNAGAR","GOPALPETA","GOPALPETA",0,0,0,0,0,0,385,385,385
"ANDHRA PRADESH","MAHABOOBNAGAR","GOPALPETA","MUNNANUR",0,0,0,0,0,0,140,140,140
"ANDHRA PRADESH","MAHABOOBNAGAR","GOPALPETA","THIRUMALPUR (JAIN)",0,0,0,0,0,0,82,82,82
"ANDHRA PRADESH","MAHABOOBNAGAR","GOPALPETA","YEDUTLA",0,0,0,0,0,0,214,214,214
"ANDHRA PRADESH","MAHABOOBNAGAR","GOPALPETA","CHEERKAPALLE",0,0,0,0,0,0,38,38,38
"ANDHRA PRADESH","MAHABOOBNAGAR","GOPALPETA","YEDULA",0,0,0,0,0,16,100,116,116
"ANDHRA PRADESH","MAHABOOBNAGAR","WANAPARTHY","RAJAPETA",0,1,0,0,1,1,57,58,59
"ANDHRA PRADESH","MAHABOOBNAGAR","WANAPARTHY","RAJANAGAR",0,0,0,0,0,0,44,44,44
"ANDHRA PRADESH","MAHABOOBNAGAR","WANAPARTHY","ACHUTAPUR",0,0,0,0,0,0,27,27,27
"ANDHRA PRADESH","MAHABOOBNAGAR","WANAPARTHY","CHITYALA",0,0,0,0,0,0,94,94,94
"ANDHRA PRADESH","MAHABOOBNAGAR","WANAPARTHY","ANKOOR",0,0,0,0,0,0,62,62,62
"ANDHRA PRADESH","MAHABOOBNAGAR","WANAPARTHY","VENKATAPUR",0,0,0,0,0,0,20,20,20
"ANDHRA PRADESH","MAHABOOBNAGAR","WANAPARTHY","JAKKAMPALLE",0,0,0,0,0,1,30,31,31
"ANDHRA PRADESH","MAHABOOBNAGAR","WANAPARTHY","CHIMANGUNTAPALLE",0,0,0,0,0,0,104,104,104
"ANDHRA PRADESH","MAHABOOBNAGAR","WANAPARTHY","NAGAVARAM",0,0,0,0,0,0,27,27,27
"ANDHRA PRADESH","MAHABOOBNAGAR","WANAPARTHY","PEDDAGUDEM",0,0,0,0,0,0,49,49,49
"ANDHRA PRADESH","MAHABOOBNAGAR","WANAPARTHY","KADUKUNTLA",0,0,0,0,0,0,65,65,65
"ANDHRA PRADESH","MAHABOOBNAGAR","WANAPARTHY","MENTAPALLE",0,0,0,0,0,0,37,37,37
"ANDHRA PRADESH","MAHABOOBNAGAR","WANAPARTHY","NATCHAHALLI",0,0,0,0,0,0,23,23,23
"ANDHRA PRADESH","MAHABOOBNAGAR","WANAPARTHY","KISTAGIRI",0,0,0,0,0,0,23,23,23
"ANDHRA PRADESH","MAHABOOBNAGAR","WANAPARTHY","SAVAIGUDEM",0,0,0,0,0,0,31,31,31
"ANDHRA PRADESH","MAHABOOBNAGAR","WANAPARTHY","CHANDAPUR",0,0,0,0,0,0,48,48,48
"ANDHRA PRADESH","MAHABOOBNAGAR","WANAPARTHY","DATTAIPALLE",0,0,0,0,0,0,96,96,96
"ANDHRA PRADESH","MAHABOOBNAGAR","WANAPARTHY","SRINIVASPUR",0,0,0,0,0,0,64,64,64
"ANDHRA PRADESH","MAHABOOBNAGAR","WANAPARTHY","APPAIPALLE",0,0,0,0,0,0,2,2,2
"ANDHRA PRADESH","MAHABOOBNAGAR","WANAPARTHY","KHASIMNAGAR",0,0,0,0,0,0,35,35,35
"ANDHRA PRADESH","MAHABOOBNAGAR","WANAPARTHY","ANJANGIRI",0,0,0,0,0,0,29,29,29
"ANDHRA PRADESH","MAHABOOBNAGAR","PANGAL","CHINTAKUNTA",0,0,0,0,0,0,42,42,42
"ANDHRA PRADESH","MAHABOOBNAGAR","PANGAL","DONDAIPALLE",0,0,0,0,0,0,29,29,29
"ANDHRA PRADESH","MAHABOOBNAGAR","PANGAL","ANNARAM",0,0,0,0,0,0,26,26,26
"ANDHRA PRADESH","MAHABOOBNAGAR","PANGAL","DAVAJIPALLE",0,0,0,0,0,0,76,76,76
"ANDHRA PRADESH","MAHABOOBNAGAR","PANGAL","GOPALPUR",0,0,0,0,0,0,26,26,26
"ANDHRA PRADESH","MAHABOOBNAGAR","PANGAL","REMADDULA",0,0,0,0,0,0,124,124,124
"ANDHRA PRADESH","MAHABOOBNAGAR","PANGAL","KISTAPUR",0,0,0,0,0,0,16,16,16
"ANDHRA PRADESH","MAHABOOBNAGAR","PANGAL","MADHAVARAOPALLE",0,0,0,0,0,0,33,33,33
"ANDHRA PRADESH","MAHABOOBNAGAR","PANGAL","PANGAL",0,0,0,0,0,0,145,145,145
"ANDHRA PRADESH","MAHABOOBNAGAR","PANGAL","MAHAMMADAPUR",0,0,0,0,0,0,30,30,30
"ANDHRA PRADESH","MAHABOOBNAGAR","PANGAL","RAYANIPALLE",0,0,0,0,0,0,18,18,18
"ANDHRA PRADESH","MAHABOOBNAGAR","PANGAL","BANDAPALLE",0,0,0,0,0,0,2,2,2
"ANDHRA PRADESH","MAHABOOBNAGAR","PANGAL","JAMMAPUR",0,0,0,0,0,0,1,1,1
"ANDHRA PRADESH","MAHABOOBNAGAR","PANGAL","VENGALAIPALLE",0,0,0,0,0,0,1,1,1
"ANDHRA PRADESH","MAHABOOBNAGAR","PANGAL","NIZAMABAD",0,0,0,0,0,0,28,28,28
"ANDHRA PRADESH","MAHABOOBNAGAR","PANGAL","SAKHAPUR",0,0,0,0,0,0,31,31,31
"ANDHRA PRADESH","MAHABOOBNAGAR","PANGAL","CHIKKEPALLE",0,0,0,0,0,0,8,8,8
"ANDHRA PRADESH","MAHABOOBNAGAR","PANGAL","KETHEPALLE",0,0,0,0,0,0,25,25,25
"ANDHRA PRADESH","MAHABOOBNAGAR","PANGAL","BUSIREDDIPALLE",0,0,0,0,0,0,7,7,7
"ANDHRA PRADESH","MAHABOOBNAGAR","PANGAL","KALVARALA",0,0,0,0,0,0,26,26,26
"ANDHRA PRADESH","MAHABOOBNAGAR","PANGAL","VALLABHAPUR",0,0,0,0,0,0,4,4,4
"ANDHRA PRADESH","MAHABOOBNAGAR","PANGAL","MALLAYAPALLI",0,0,0,0,0,0,21,21,21
"ANDHRA PRADESH","MAHABOOBNAGAR","PANGAL","BOLLARAM",0,0,0,0,0,0,34,34,34
"ANDHRA PRADESH","MAHABOOBNAGAR","PEBBAIR","RAMAMMAPETA",0,0,0,0,0,0,8,8,8
"ANDHRA PRADESH","MAHABOOBNAGAR","PEBBAIR","RANGAPUR",0,0,0,0,0,0,1,1,1
"ANDHRA PRADESH","MAHABOOBNAGAR","PEBBAIR","SUGUR",0,0,0,0,0,0,1,1,1
"ANDHRA PRADESH","MAHABOOBNAGAR","PEBBAIR","THIPPAIPALLE",0,0,0,0,0,0,1,1,1
"ANDHRA PRADESH","MAHABOOBNAGAR","PEBBAIR","GUMMADAM",0,0,0,0,0,0,105,105,105
"ANDHRA PRADESH","MAHABOOBNAGAR","PEBBAIR","YAPARLA",0,0,0,0,0,0,1,1,1
"ANDHRA PRADESH","MAHABOOBNAGAR","GADWAL","REKULAPALLE",0,0,0,0,0,0,2,2,2
"ANDHRA PRADESH","MAHABOOBNAGAR","GADWAL","KOTHAPALLE",0,0,0,0,0,0,2,2,2
"ANDHRA PRADESH","MAHABOOBNAGAR","GADWAL","ATMAKUR",0,0,0,0,0,0,58,58,58
"ANDHRA PRADESH","MAHABOOBNAGAR","GADWAL","GANPAD",0,0,0,0,0,0,42,42,42
"ANDHRA PRADESH","MAHABOOBNAGAR","GADWAL","SANGALA",0,0,0,0,0,0,44,44,44
"ANDHRA PRADESH","MAHABOOBNAGAR","GADWAL","JILLADABANDA",0,0,0,0,0,0,66,66,66
"ANDHRA PRADESH","MAHABOOBNAGAR","GADWAL","KAKULAVARAM",0,0,0,0,0,0,36,36,36
"ANDHRA PRADESH","MAHABOOBNAGAR","GADWAL","PARAMALA",0,0,0,0,0,0,61,61,61
"ANDHRA PRADESH","MAHABOOBNAGAR","GADWAL","MELLACHERUVU",0,0,0,0,0,0,5,5,5
"ANDHRA PRADESH","MAHABOOBNAGAR","GADWAL","PUDUR",0,0,0,0,0,0,74,74,74
"ANDHRA PRADESH","MAHABOOBNAGAR","GADWAL","ANANTAPUR",0,0,0,0,0,0,1,1,1
"ANDHRA PRADESH","MAHABOOBNAGAR","GADWAL","BEEROLE",0,0,0,0,0,0,1,1,1
"ANDHRA PRADESH","MAHABOOBNAGAR","GADWAL","GURRAMGADDA",0,0,0,0,0,0,7,7,7
"ANDHRA PRADESH","MAHABOOBNAGAR","DHARUR","NEELAHALLI",0,0,0,0,0,0,25,25,25
"ANDHRA PRADESH","MAHABOOBNAGAR","DHARUR","MIRZAPURAM",0,0,0,0,0,0,12,12,12
"ANDHRA PRADESH","MAHABOOBNAGAR","DHARUR","NETTEMPADU",0,0,0,0,0,0,29,29,29
"ANDHRA PRADESH","MAHABOOBNAGAR","DHARUR","NAGARDODDI",0,0,0,0,0,0,36,36,36
"ANDHRA PRADESH","MAHABOOBNAGAR","DHARUR","GORLAPADU",0,0,0,0,0,0,39,39,39
"ANDHRA PRADESH","MAHABOOBNAGAR","DHARUR","UPPERU",0,0,0,0,0,0,91,91,91
"ANDHRA PRADESH","MAHABOOBNAGAR","DHARUR","CHINTHAREVULA",0,0,0,0,0,0,24,24,24
"ANDHRA PRADESH","MAHABOOBNAGAR","DHARUR","PALCHERLA",0,0,0,0,0,0,43,43,43
"ANDHRA PRADESH","MAHABOOBNAGAR","DHARUR","MANNAPUR",0,0,0,0,0,0,44,44,44
"ANDHRA PRADESH","MAHABOOBNAGAR","DHARUR","DORNALA",0,0,0,0,0,0,27,27,27
"ANDHRA PRADESH","MAHABOOBNAGAR","DHARUR","ALWALPAD",0,0,0,0,0,0,100,100,100
"ANDHRA PRADESH","MAHABOOBNAGAR","DHARUR","GANGANAPALLE",0,0,0,0,0,0,14,14,14
"ANDHRA PRADESH","MAHABOOBNAGAR","DHARUR","PURANAPALEM",0,0,0,0,0,0,56,56,56
"ANDHRA PRADESH","MAHABOOBNAGAR","DHARUR","ERLABANDA",0,0,0,0,0,0,24,24,24
"ANDHRA PRADESH","MAHABOOBNAGAR","DHARUR","PAGUNTA",0,0,0,0,0,0,26,26,26
"ANDHRA PRADESH","MAHABOOBNAGAR","DHARUR","MUSALDODDI",0,0,0,0,0,0,19,19,19
"ANDHRA PRADESH","MAHABOOBNAGAR","DHARUR","VENKATAPURAM",0,0,0,0,0,0,20,20,20
"ANDHRA PRADESH","MAHABOOBNAGAR","DHARUR","IRKICHEDU",0,0,0,0,0,0,37,37,37
"ANDHRA PRADESH","MAHABOOBNAGAR","DHARUR","GUVVALADINNE",0,0,0,0,0,0,42,42,42
"ANDHRA PRADESH","MAHABOOBNAGAR","DHARUR","KONDAPUR",0,0,0,0,0,0,34,34,34
"ANDHRA PRADESH","MAHABOOBNAGAR","DHARUR","UMITHYALA",0,0,0,0,0,0,35,35,35
"ANDHRA PRADESH","MAHABOOBNAGAR","DHARUR","KOTHULAGIDDA",0,0,0,0,0,0,42,42,42
"ANDHRA PRADESH","MAHABOOBNAGAR","DHARUR","MARLABEEDU",0,0,0,0,0,0,24,24,24
"ANDHRA PRADESH","MAHABOOBNAGAR","DHARUR","RYALAMPAD",0,0,0,0,0,0,27,27,27
"ANDHRA PRADESH","MAHABOOBNAGAR","MALDAKAL","MADDELABANDA",0,0,0,0,0,0,61,61,61
"ANDHRA PRADESH","MAHABOOBNAGAR","MALDAKAL","NETHIVANIPALLE",0,0,0,0,0,0,96,96,96
"ANDHRA PRADESH","MAHABOOBNAGAR","MALDAKAL","ULIGEPALLE",0,0,0,0,0,0,40,40,40
"ANDHRA PRADESH","MAHABOOBNAGAR","MALDAKAL","BIJJAWARAM",0,0,0,0,0,0,273,273,273
"ANDHRA PRADESH","MAHABOOBNAGAR","MALDAKAL","BURDIPAD",0,0,0,0,0,0,10,10,10
"ANDHRA PRADESH","MAHABOOBNAGAR","MALDAKAL","PALWAI",0,0,0,0,0,0,33,33,33
"ANDHRA PRADESH","MAHABOOBNAGAR","MALDAKAL","D.AMARAVAI",0,0,0,0,0,0,47,47,47
"ANDHRA PRADESH","MAHABOOBNAGAR","MALDAKAL","SADDALONIPALLE",0,0,0,0,0,0,49,49,49
"ANDHRA PRADESH","MAHABOOBNAGAR","MALDAKAL","YEDDULAGUDEM",0,0,0,0,0,0,52,52,52
"ANDHRA PRADESH","MAHABOOBNAGAR","MALDAKAL","MALDAKAL",0,0,0,0,0,0,9,9,9
"ANDHRA PRADESH","MAHABOOBNAGAR","MALDAKAL","SYASAMPALLE",0,0,0,0,0,0,33,33,33
"ANDHRA PRADESH","MAHABOOBNAGAR","MALDAKAL","KURTHIRAVALCHERUVU",0,0,0,0,0,0,79,79,79
"ANDHRA PRADESH","MAHABOOBNAGAR","MALDAKAL","NAGARDODDI",0,0,0,0,0,0,147,147,147
"ANDHRA PRADESH","MAHABOOBNAGAR","MALDAKAL","CHELAGARLAPADU",0,0,0,0,0,0,167,167,167
"ANDHRA PRADESH","MAHABOOBNAGAR","MALDAKAL","YELKUR",0,0,0,0,0,0,53,53,53
"ANDHRA PRADESH","MAHABOOBNAGAR","MALDAKAL","VITTALAPURAM",0,0,0,0,0,0,80,80,80
"ANDHRA PRADESH","MAHABOOBNAGAR","GHATTU","NAUDINNE",0,0,0,0,0,0,45,45,45
"ANDHRA PRADESH","MAHABOOBNAGAR","GHATTU","EASARLAPAD",0,0,0,0,0,0,20,20,20
"ANDHRA PRADESH","MAHABOOBNAGAR","GHATTU","KALOOR TIMMANADODDI",0,0,0,0,0,0,175,175,175
"ANDHRA PRADESH","MAHABOOBNAGAR","GHATTU","THUMMALACHERUVU",0,0,0,0,0,0,57,57,57
"ANDHRA PRADESH","MAHABOOBNAGAR","GHATTU","ALOOR",0,0,0,0,0,0,132,132,132
"ANDHRA PRADESH","MAHABOOBNAGAR","GHATTU","KUCHINERLA",0,0,0,0,0,0,304,304,304
"ANDHRA PRADESH","MAHABOOBNAGAR","GHATTU","CHINTALAKUNTA",0,0,0,0,0,0,22,22,22
"ANDHRA PRADESH","MAHABOOBNAGAR","GHATTU","RAYAPURAM",0,0,0,0,0,0,16,16,16
"ANDHRA PRADESH","MAHABOOBNAGAR","GHATTU","PENCHIKAPADU",0,0,0,0,0,0,16,16,16
"ANDHRA PRADESH","MAHABOOBNAGAR","GHATTU","ARAGIDDA",0,0,0,0,0,0,115,115,115
"ANDHRA PRADESH","MAHABOOBNAGAR","GHATTU","GHATTU",0,0,0,0,0,0,44,44,44
"ANDHRA PRADESH","MAHABOOBNAGAR","GHATTU","YELLAMDODDI",0,0,0,0,0,0,38,38,38
"ANDHRA PRADESH","MAHABOOBNAGAR","GHATTU","APKONDANHALLI",0,0,0,0,0,0,6,6,6
"ANDHRA PRADESH","MAHABOOBNAGAR","GHATTU","MACHERLA",0,0,0,0,0,0,133,133,133
"ANDHRA PRADESH","MAHABOOBNAGAR","GHATTU","GORLAKHANDODDI",0,0,0,0,0,0,2,2,2
"ANDHRA PRADESH","MAHABOOBNAGAR","GHATTU","THAPPETLAMORSU",0,0,0,0,0,0,158,158,158
"ANDHRA PRADESH","MAHABOOBNAGAR","GHATTU","MITTADODDI",0,0,0,0,0,0,84,84,84
"ANDHRA PRADESH","MAHABOOBNAGAR","GHATTU","MALLAMPALLE",0,0,0,0,0,0,7,7,7
"ANDHRA PRADESH","MAHABOOBNAGAR","GHATTU","BALGERA",0,0,0,0,0,0,28,28,28
"ANDHRA PRADESH","MAHABOOBNAGAR","GHATTU","MUSLIMPALLE",0,0,0,0,0,0,6,6,6
"ANDHRA PRADESH","MAHABOOBNAGAR","GHATTU","CHAMANKHANDODDI",0,0,0,0,0,0,21,21,21
"ANDHRA PRADESH","MAHABOOBNAGAR","GHATTU","INDUVASI",0,0,0,0,0,0,185,185,185
"ANDHRA PRADESH","MAHABOOBNAGAR","GHATTU","BOYALAGUDEM",0,0,0,0,0,0,83,83,83
"ANDHRA PRADESH","MAHABOOBNAGAR","GHATTU","CHAGADONA",0,0,0,0,0,0,21,21,21
"ANDHRA PRADESH","MAHABOOBNAGAR","AIZA","UTHANUR",0,0,0,0,0,0,101,101,101
"ANDHRA PRADESH","MAHABOOBNAGAR","AIZA","B.TIMMAPUR",0,0,0,0,0,0,19,19,19
"ANDHRA PRADESH","MAHABOOBNAGAR","AIZA","EKLASPUR",0,0,0,0,0,0,25,25,25
"ANDHRA PRADESH","MAHABOOBNAGAR","AIZA","DEVABANDA",0,0,0,0,0,0,67,67,67
"ANDHRA PRADESH","MAHABOOBNAGAR","AIZA","BINGIDODDI",0,0,0,0,0,0,77,77,77
"ANDHRA PRADESH","MAHABOOBNAGAR","AIZA","AIZA",0,0,0,0,0,0,172,172,172
"ANDHRA PRADESH","MAHABOOBNAGAR","AIZA","THOOMKUNTA",0,0,0,0,0,0,26,26,26
"ANDHRA PRADESH","MAHABOOBNAGAR","AIZA","JADADODDI",0,0,0,0,0,0,27,27,27
"ANDHRA PRADESH","MAHABOOBNAGAR","AIZA","YAPADINNE",0,0,0,0,0,0,61,61,61
"ANDHRA PRADESH","MAHABOOBNAGAR","AIZA","VENKATAPUR",0,0,0,0,0,0,46,46,46
"ANDHRA PRADESH","MAHABOOBNAGAR","AIZA","UPPAL",0,0,0,0,0,0,110,110,110
"ANDHRA PRADESH","MAHABOOBNAGAR","AIZA","CHINNA TANDRAPADU",0,0,0,0,0,0,20,20,20
"ANDHRA PRADESH","MAHABOOBNAGAR","AIZA","MEDIKONDA",0,0,0,0,0,0,126,126,126
"ANDHRA PRADESH","MAHABOOBNAGAR","AIZA","THOTHINONIDODDI",0,0,0,0,0,0,52,52,52
"ANDHRA PRADESH","MAHABOOBNAGAR","AIZA","SINDHANOOR",0,0,0,0,0,0,20,20,20
"ANDHRA PRADESH","MAHABOOBNAGAR","AIZA","PULLIKAL",0,0,0,0,0,0,80,80,80
"ANDHRA PRADESH","MAHABOOBNAGAR","AIZA","KESAVAPURAM",0,0,0,0,0,0,49,49,49
"ANDHRA PRADESH","MAHABOOBNAGAR","AIZA","VENISAMPUR",0,0,0,0,0,0,6,6,6
"ANDHRA PRADESH","MAHABOOBNAGAR","WADDEPALLE","PEDDADHANWADA",0,0,0,0,0,0,10,10,10
"ANDHRA PRADESH","MAHABOOBNAGAR","WADDEPALLE","CHINNADHANWADA",0,0,0,0,0,0,1,1,1
"ANDHRA PRADESH","MAHABOOBNAGAR","WADDEPALLE","NASNUR",0,0,0,0,0,0,18,18,18
"ANDHRA PRADESH","MAHABOOBNAGAR","WADDEPALLE","MANDODDI",0,0,0,0,0,0,38,38,38
"ANDHRA PRADESH","MAHABOOBNAGAR","WADDEPALLE","PATCHARLA",0,0,0,0,0,0,18,18,18
"ANDHRA PRADESH","MAHABOOBNAGAR","WADDEPALLE","TANAGALA",0,0,0,0,0,0,137,137,137
"ANDHRA PRADESH","MAHABOOBNAGAR","WADDEPALLE","JULAKAL",0,0,0,0,0,0,26,26,26
"ANDHRA PRADESH","MAHABOOBNAGAR","WADDEPALLE","RAMAPURAM",0,0,0,0,0,0,79,79,79
"ANDHRA PRADESH","MAHABOOBNAGAR","WADDEPALLE","KOILDINNE",0,0,0,0,0,0,2,2,2
"ANDHRA PRADESH","MAHABOOBNAGAR","WADDEPALLE","PAIPADU",0,0,0,0,0,0,73,73,73
"ANDHRA PRADESH","MAHABOOBNAGAR","WADDEPALLE","JILLEDUDINNE",0,0,0,0,0,0,38,38,38
"ANDHRA PRADESH","MAHABOOBNAGAR","WADDEPALLE","WADDEPALLE",0,0,0,0,0,0,90,90,90
"ANDHRA PRADESH","MAHABOOBNAGAR","WADDEPALLE","KANAKALA",0,0,0,0,0,0,21,21,21
"ANDHRA PRADESH","MAHABOOBNAGAR","WADDEPALLE","MUNDLADINNE",0,0,0,0,0,0,10,10,10
"ANDHRA PRADESH","MAHABOOBNAGAR","WADDEPALLE","PEDDA THANDRAPADU",0,0,0,0,0,0,14,14,14
"ANDHRA PRADESH","MAHABOOBNAGAR","WADDEPALLE","RAJOLI",0,0,0,0,0,0,39,39,39
"ANDHRA PRADESH","MAHABOOBNAGAR","WADDEPALLE","BUDAMARSU",0,0,0,0,0,0,30,30,30
"ANDHRA PRADESH","MAHABOOBNAGAR","WADDEPALLE","TURPUGARLAPADU",0,0,0,0,0,0,4,4,4
"ANDHRA PRADESH","MAHABOOBNAGAR","ITIKYAL","GOPALDINNE",0,0,0,0,0,0,19,19,19
"ANDHRA PRADESH","MAHABOOBNAGAR","ITIKYAL","MOGILRAVALCHERUVU",0,0,0,0,0,0,4,4,4
"ANDHRA PRADESH","MAHABOOBNAGAR","ITIKYAL","KONDAIR",0,0,0,0,0,0,5,5,5
"ANDHRA PRADESH","MAHABOOBNAGAR","ITIKYAL","THIMMAPUR",0,0,0,0,0,0,9,9,9
"ANDHRA PRADESH","MAHABOOBNAGAR","ITIKYAL","SASNOOL",0,0,0,0,0,0,3,3,3
"ANDHRA PRADESH","MAHABOOBNAGAR","ITIKYAL","MUNAGALA",0,0,0,0,0,0,2,2,2
"ANDHRA PRADESH","MAHABOOBNAGAR","ITIKYAL","ITIKYAL",0,0,0,0,0,0,4,4,4
"ANDHRA PRADESH","MAHABOOBNAGAR","ITIKYAL","PEDDADINNE",0,0,0,0,0,0,16,16,16
"ANDHRA PRADESH","MAHABOOBNAGAR","ITIKYAL","UDANDAPUR",0,0,0,0,0,0,41,41,41
"ANDHRA PRADESH","MAHABOOBNAGAR","ITIKYAL","SATERLA",0,0,0,0,0,0,121,121,121
"ANDHRA PRADESH","MAHABOOBNAGAR","ITIKYAL","VAVILALA",0,0,0,0,0,0,61,61,61
"ANDHRA PRADESH","MAHABOOBNAGAR","ITIKYAL","SHABAD",0,0,0,0,0,0,18,18,18
"ANDHRA PRADESH","MAHABOOBNAGAR","ITIKYAL","CHAGAPUR",0,0,0,0,0,0,48,48,48
"ANDHRA PRADESH","MAHABOOBNAGAR","ITIKYAL","VEMULA",0,0,0,0,0,0,5,5,5
"ANDHRA PRADESH","MAHABOOBNAGAR","ITIKYAL","DHARMAVARAM",0,0,0,0,0,0,3,3,3
"ANDHRA PRADESH","MAHABOOBNAGAR","ITIKYAL","BOCHUVEERAPUR",0,0,0,0,0,0,8,8,8
"ANDHRA PRADESH","MAHABOOBNAGAR","ITIKYAL","KASPAKULA",0,0,0,0,0,0,3,3,3
"ANDHRA PRADESH","MAHABOOBNAGAR","ITIKYAL","RAJSRIGARLAPAD",0,0,0,0,0,0,3,3,3
"ANDHRA PRADESH","MAHABOOBNAGAR","MANOPADU","PEDDAAMUDYALAPADU",0,0,0,0,0,0,11,11,11
"ANDHRA PRADESH","MAHABOOBNAGAR","MANOPADU","NARAYANPUR",0,0,0,0,0,0,1,1,1
"ANDHRA PRADESH","MAHABOOBNAGAR","MANOPADU","CHANDAPUR",0,0,0,0,0,0,9,9,9
"ANDHRA PRADESH","MAHABOOBNAGAR","MANOPADU","BORAVELLE",0,0,0,0,0,0,29,29,29
"ANDHRA PRADESH","MAHABOOBNAGAR","MANOPADU","PALLEPADU",0,0,0,0,0,0,17,17,17
"ANDHRA PRADESH","MAHABOOBNAGAR","MANOPADU","CHANDUR",0,0,0,0,0,0,48,48,48
"ANDHRA PRADESH","MAHABOOBNAGAR","MANOPADU","JALLAPUR",0,0,0,0,0,0,29,29,29
"ANDHRA PRADESH","MAHABOOBNAGAR","MANOPADU","RAIMAKULAKUNTA",0,0,0,0,0,0,7,7,7
"ANDHRA PRADESH","MAHABOOBNAGAR","MANOPADU","MANOPADU",0,0,0,0,0,0,27,27,27
"ANDHRA PRADESH","MAHABOOBNAGAR","MANOPADU","AMARAVAI",0,0,0,0,0,0,53,53,53
"ANDHRA PRADESH","MAHABOOBNAGAR","MANOPADU","A.BURDIPADU",0,0,0,0,0,0,32,32,32
"ANDHRA PRADESH","MAHABOOBNAGAR","MANOPADU","MADDUR",0,0,0,0,0,0,53,53,53
"ANDHRA PRADESH","MAHABOOBNAGAR","MANOPADU","KALKUNTLA",0,0,0,0,0,0,44,44,44
"ANDHRA PRADESH","MAHABOOBNAGAR","MANOPADU","GOKULAPADU",0,0,0,0,0,0,8,8,8
"ANDHRA PRADESH","MAHABOOBNAGAR","MANOPADU","CHINNIPADU",0,0,0,0,0,0,29,29,29
"ANDHRA PRADESH","MAHABOOBNAGAR","MANOPADU","POOSALAPADU",0,0,0,0,0,0,9,9,9
"ANDHRA PRADESH","MAHABOOBNAGAR","MANOPADU","PEDDAPOTHULAPADU",0,0,0,0,0,0,12,12,12
"ANDHRA PRADESH","MAHABOOBNAGAR","MANOPADU","KHANAPUR",0,0,0,0,0,0,9,9,9
