"STATE","DISTRICT","BLOCK","VILLAGE","PUBLIC GOVERNMENT OWNED","PUBLIC COOPERATIVE SOCIETY","PUBLIC PANCHAYAT OWNED","PUBLIC OTHERS","PUBLIC TOTAL","PRIVATE GROUP OF FARMERS","PRIVATE INDIVIDUAL FARMERS","PRIVATE TOTAL","GRAND TOTAL"
"ANDHRA PRADESH","SRIKAKULAM","VEERAGHATTAM","KADAKELLA",0,0,0,0,0,0,3,3,3
"ANDHRA PRADESH","SRIKAKULAM","VEERAGHATTAM","KAMBARA",0,0,0,0,0,0,34,34,34
"ANDHRA PRADESH","SRIKAKULAM","VEERAGHATTAM","DASUMANTHA PURAM",0,0,0,0,0,0,32,32,32
"ANDHRA PRADESH","SRIKAKULAM","VEERAGHATTAM","PEDDURU",0,0,0,0,0,0,2,2,2
"ANDHRA PRADESH","SRIKAKULAM","VEERAGHATTAM","CHALIVENDRI",0,0,0,0,0,0,10,10,10
"ANDHRA PRADESH","SRIKAKULAM","VEERAGHATTAM","BURUGA",0,0,0,0,0,0,3,3,3
"ANDHRA PRADESH","SRIKAKULAM","VEERAGHATTAM","NADUKURU",0,0,0,0,0,0,43,43,43
"ANDHRA PRADESH","SRIKAKULAM","VEERAGHATTAM","VIKRAMPURAM",0,0,0,0,0,0,7,7,7
"ANDHRA PRADESH","SRIKAKULAM","VEERAGHATTAM","NADIMIKELLA",0,0,0,0,0,0,14,14,14
"ANDHRA PRADESH","SRIKAKULAM","VEERAGHATTAM","MODATIKELLA",0,0,0,0,0,0,15,15,15
"ANDHRA PRADESH","SRIKAKULAM","VEERAGHATTAM","SRIHARI PURAM",0,0,0,0,0,0,16,16,16
"ANDHRA PRADESH","SRIKAKULAM","VEERAGHATTAM","CHITTIPUDIVALASA",0,0,0,0,0,0,16,16,16
"ANDHRA PRADESH","SRIKAKULAM","VEERAGHATTAM","KIMMI",0,0,0,0,0,0,19,19,19
"ANDHRA PRADESH","SRIKAKULAM","VEERAGHATTAM","KOTHUGUMADA",0,0,0,0,0,0,30,30,30
"ANDHRA PRADESH","SRIKAKULAM","VEERAGHATTAM","VEERAGHATTAM",0,0,0,0,0,0,21,21,21
"ANDHRA PRADESH","SRIKAKULAM","VEERAGHATTAM","VENKAMPETA",0,0,0,0,0,0,3,3,3
"ANDHRA PRADESH","SRIKAKULAM","VEERAGHATTAM","CHIDIMIDARI SEETHARA",0,0,0,0,0,0,2,2,2
"ANDHRA PRADESH","SRIKAKULAM","VEERAGHATTAM","CHIDIMI",0,0,0,0,0,0,2,2,2
"ANDHRA PRADESH","SRIKAKULAM","VEERAGHATTAM","GADAGAMMA",0,0,0,0,0,0,10,10,10
"ANDHRA PRADESH","SRIKAKULAM","VEERAGHATTAM","PALAMETTA VIZIARAMAP",0,0,0,0,0,0,6,6,6
"ANDHRA PRADESH","SRIKAKULAM","VEERAGHATTAM","TUDI",0,0,0,0,0,0,6,6,6
"ANDHRA PRADESH","SRIKAKULAM","VEERAGHATTAM","VANDUVA",0,0,0,0,0,0,11,11,11
"ANDHRA PRADESH","SRIKAKULAM","VEERAGHATTAM","ADARU",0,0,0,0,0,0,2,2,2
"ANDHRA PRADESH","SRIKAKULAM","VEERAGHATTAM","CHEBIYYAMVALASA",0,0,0,0,0,0,1,1,1
"ANDHRA PRADESH","SRIKAKULAM","VEERAGHATTAM","BITIWADA",0,0,0,0,0,0,14,14,14
"ANDHRA PRADESH","SRIKAKULAM","VEERAGHATTAM","PANASANANDIVADA",0,0,0,0,0,0,40,40,40
"ANDHRA PRADESH","SRIKAKULAM","VEERAGHATTAM","NEELANAGARAM",0,0,0,0,0,0,7,7,7
"ANDHRA PRADESH","SRIKAKULAM","VEERAGHATTAM","TALAVARAM",0,0,0,0,0,0,37,37,37
"ANDHRA PRADESH","SRIKAKULAM","VANGARA","U V R PETA",0,0,0,0,0,0,12,12,12
"ANDHRA PRADESH","SRIKAKULAM","VANGARA","RAJULAGUMADA",0,0,0,0,0,0,8,8,8
"ANDHRA PRADESH","SRIKAKULAM","VANGARA","BANGARUVALASA",0,0,0,0,0,0,1,1,1
"ANDHRA PRADESH","SRIKAKULAM","VANGARA","KOPARAVALSA",0,0,0,0,0,0,1,1,1
"ANDHRA PRADESH","SRIKAKULAM","VANGARA","RUSHINGI",0,0,0,0,0,0,3,3,3
"ANDHRA PRADESH","SRIKAKULAM","VANGARA","T D K PURAM",0,0,0,0,0,0,9,9,9
"ANDHRA PRADESH","SRIKAKULAM","VANGARA","TALAGAM",0,0,0,0,0,0,9,9,9
"ANDHRA PRADESH","SRIKAKULAM","VANGARA","SIVVAM",0,0,0,0,0,0,25,25,25
"ANDHRA PRADESH","SRIKAKULAM","VANGARA","M S PURAM",0,0,0,0,0,0,5,5,5
"ANDHRA PRADESH","SRIKAKULAM","VANGARA","KOPPARA",0,0,0,0,0,0,20,20,20
"ANDHRA PRADESH","SRIKAKULAM","VANGARA","K CH PALLE",0,0,0,0,0,0,11,11,11
"ANDHRA PRADESH","SRIKAKULAM","VANGARA","GEETHANAPALLE",0,0,0,0,0,0,8,8,8
"ANDHRA PRADESH","SRIKAKULAM","VANGARA","VANGARA",0,0,0,0,0,0,5,5,5
"ANDHRA PRADESH","SRIKAKULAM","VANGARA","VONE AGRAHARAM",0,0,0,0,0,0,12,12,12
"ANDHRA PRADESH","SRIKAKULAM","VANGARA","SANGAM",0,0,0,0,0,0,20,20,20
"ANDHRA PRADESH","SRIKAKULAM","VANGARA","V P R PETA",0,0,0,0,0,0,22,22,22
"ANDHRA PRADESH","SRIKAKULAM","VANGARA","KONANGIPADU",0,0,0,0,0,0,1,1,1
"ANDHRA PRADESH","SRIKAKULAM","VANGARA","IRUVADA",0,0,0,0,0,0,34,34,34
"ANDHRA PRADESH","SRIKAKULAM","VANGARA","CHANDRAMPETA",0,0,0,0,0,0,10,10,10
"ANDHRA PRADESH","SRIKAKULAM","VANGARA","MARUVADA",0,0,0,0,0,0,13,13,13
"ANDHRA PRADESH","SRIKAKULAM","VANGARA","SEETHADEVIPURAM",0,0,0,0,0,0,12,12,12
"ANDHRA PRADESH","SRIKAKULAM","VANGARA","KINJANGI",0,0,0,0,0,0,62,62,62
"ANDHRA PRADESH","SRIKAKULAM","REGIDIAMADALAVALASA","SARASANA PALLE",0,0,0,0,0,0,2,2,2
"ANDHRA PRADESH","SRIKAKULAM","REGIDIAMADALAVALASA","TUNIVADA",0,0,0,0,0,0,20,20,20
"ANDHRA PRADESH","SRIKAKULAM","REGIDIAMADALAVALASA","CHELI GANI VALASA",0,0,0,0,0,0,1,1,1
"ANDHRA PRADESH","SRIKAKULAM","REGIDIAMADALAVALASA","REGADI",0,0,0,0,0,0,19,19,19
"ANDHRA PRADESH","SRIKAKULAM","REGIDIAMADALAVALASA","BODDAVALASA",0,0,0,0,0,0,41,41,41
"ANDHRA PRADESH","SRIKAKULAM","REGIDIAMADALAVALASA","SANKILI",0,0,0,0,0,0,24,24,24
"ANDHRA PRADESH","SRIKAKULAM","REGIDIAMADALAVALASA","PURLI",0,0,0,0,0,0,16,16,16
"ANDHRA PRADESH","SRIKAKULAM","REGIDIAMADALAVALASA","VENKATA RANGARAYA PU",0,0,0,0,0,0,1,1,1
"ANDHRA PRADESH","SRIKAKULAM","REGIDIAMADALAVALASA","KOMERA",0,0,0,0,0,0,48,48,48
"ANDHRA PRADESH","SRIKAKULAM","REGIDIAMADALAVALASA","KHANDYAM",0,0,0,0,0,0,19,19,19
"ANDHRA PRADESH","SRIKAKULAM","REGIDIAMADALAVALASA","ADAVARAM",0,0,0,0,0,0,4,4,4
"ANDHRA PRADESH","SRIKAKULAM","REGIDIAMADALAVALASA","VANNALI",0,0,0,0,0,0,4,4,4
"ANDHRA PRADESH","SRIKAKULAM","RAJAM","AGURU",0,0,0,0,0,1,0,1,1
"ANDHRA PRADESH","SRIKAKULAM","RAJAM","BODDAM",0,0,0,0,0,0,27,27,27
"ANDHRA PRADESH","SRIKAKULAM","RAJAM","G CHEEPURUPALLI",0,0,0,0,0,2,4,6,6
"ANDHRA PRADESH","SRIKAKULAM","RAJAM","SOPERU",0,0,0,0,0,0,53,53,53
"ANDHRA PRADESH","SRIKAKULAM","GANGUVARI SINGADAM","MUSHINIVALASA",0,0,0,0,0,0,1,1,1
"ANDHRA PRADESH","SRIKAKULAM","GANGUVARI SINGADAM","SARVESWARAPURAM",0,0,0,0,0,0,1,1,1
"ANDHRA PRADESH","SRIKAKULAM","GANGUVARI SINGADAM","DALEMRAJUVALASA",0,0,0,0,0,0,1,1,1
"ANDHRA PRADESH","SRIKAKULAM","GANGUVARI SINGADAM","CHANDRAYYAPETA",0,0,0,0,0,0,1,1,1
"ANDHRA PRADESH","SRIKAKULAM","GANGUVARI SINGADAM","GANGANNADORAPALEM",0,0,0,0,0,0,4,4,4
"ANDHRA PRADESH","SRIKAKULAM","LAVERU","KOTHA KUNKUM",0,0,0,0,0,0,2,2,2
"ANDHRA PRADESH","SRIKAKULAM","LAVERU","KONDAKUNKAM",0,0,0,0,0,0,6,6,6
"ANDHRA PRADESH","SRIKAKULAM","LAVERU","PATHA KUMKUM",0,0,0,0,0,0,1,1,1
"ANDHRA PRADESH","SRIKAKULAM","LAVERU","ADAPAKA",0,0,0,0,0,0,2,2,2
"ANDHRA PRADESH","SRIKAKULAM","LAVERU","PEDDALINGALA VALASA",0,0,0,0,0,0,7,7,7
"ANDHRA PRADESH","SRIKAKULAM","LAVERU","VENKATAPURAM",0,0,0,0,0,1,30,31,31
"ANDHRA PRADESH","SRIKAKULAM","LAVERU","APPAPURAM",0,0,0,0,0,0,7,7,7
"ANDHRA PRADESH","SRIKAKULAM","LAVERU","GOVINDAPURAM",0,0,0,0,0,0,68,68,68
"ANDHRA PRADESH","SRIKAKULAM","LAVERU","BHARANIKAM",0,0,0,0,0,0,41,41,41
"ANDHRA PRADESH","SRIKAKULAM","LAVERU","LAVERU",0,0,0,0,0,0,87,87,87
"ANDHRA PRADESH","SRIKAKULAM","LAVERU","GURUGUBILLI",0,0,0,0,0,0,6,6,6
"ANDHRA PRADESH","SRIKAKULAM","LAVERU","BEJJIPURAM",0,0,0,0,0,0,2,2,2
"ANDHRA PRADESH","SRIKAKULAM","LAVERU","BUDUMURU",0,0,0,1,1,0,0,0,1
"ANDHRA PRADESH","SRIKAKULAM","LAVERU","PEDDARAOPALLE",0,0,0,0,0,0,1,1,1
"ANDHRA PRADESH","SRIKAKULAM","LAVERU","THALLAVALASA",0,0,0,0,0,0,3,3,3
"ANDHRA PRADESH","SRIKAKULAM","LAVERU","GUDEMGODOGULA VALASA",0,0,0,0,0,0,23,23,23
"ANDHRA PRADESH","SRIKAKULAM","LAVERU","KESAVARAYAPURAM",0,0,0,0,0,0,31,31,31
"ANDHRA PRADESH","SRIKAKULAM","LAVERU","RAVIVALASA",0,0,0,0,0,0,13,13,13
"ANDHRA PRADESH","SRIKAKULAM","LAVERU","SIRLAPALEM",0,0,0,0,0,0,1,1,1
"ANDHRA PRADESH","SRIKAKULAM","LAVERU","VENUGOPALAPURAM",0,0,0,0,0,0,4,4,4
"ANDHRA PRADESH","SRIKAKULAM","LAVERU","NAGAMPALEM",0,0,0,0,0,0,22,22,22
"ANDHRA PRADESH","SRIKAKULAM","LAVERU","GUMADAM",0,0,0,0,0,0,6,6,6
"ANDHRA PRADESH","SRIKAKULAM","LAVERU","THAMVADA",0,0,0,0,0,0,70,70,70
"ANDHRA PRADESH","SRIKAKULAM","LAVERU","LAKSHMIPURAM",0,0,0,0,0,0,124,124,124
"ANDHRA PRADESH","SRIKAKULAM","LAVERU","REGAPALEM",0,0,0,0,0,0,20,20,20
"ANDHRA PRADESH","SRIKAKULAM","LAVERU","NETHERU",0,0,0,0,0,0,54,54,54
"ANDHRA PRADESH","SRIKAKULAM","LAVERU","KESAVARAYUNI PALEM",0,0,0,0,0,0,18,18,18
"ANDHRA PRADESH","SRIKAKULAM","RANASTALAM","ARJUNAVALASA",0,0,0,0,0,0,8,8,8
"ANDHRA PRADESH","SRIKAKULAM","RANASTALAM","SEETHAMVALASA",0,0,0,0,0,0,9,9,9
"ANDHRA PRADESH","SRIKAKULAM","RANASTALAM","GARIKIPALEM",0,0,0,0,0,0,5,5,5
"ANDHRA PRADESH","SRIKAKULAM","RANASTALAM","JAGANNADHARAJA PURAM",0,0,0,0,0,0,7,7,7
"ANDHRA PRADESH","SRIKAKULAM","RANASTALAM","BANTUPALLE",0,0,0,0,0,0,16,16,16
"ANDHRA PRADESH","SRIKAKULAM","RANASTALAM","SANCHAM",0,0,0,0,0,0,10,10,10
"ANDHRA PRADESH","SRIKAKULAM","RANASTALAM","DEVUNIPALAVALASA",0,0,0,0,0,0,7,7,7
"ANDHRA PRADESH","SRIKAKULAM","RANASTALAM","PYDIBHIMAVARAM",0,0,0,0,0,0,7,7,7
"ANDHRA PRADESH","SRIKAKULAM","RANASTALAM","VARISAM",0,0,0,0,0,0,11,11,11
"ANDHRA PRADESH","SRIKAKULAM","RANASTALAM","NELIVADA",0,0,0,0,0,0,9,9,9
"ANDHRA PRADESH","SRIKAKULAM","RANASTALAM","KOSTA",0,0,0,0,0,0,5,5,5
"ANDHRA PRADESH","SRIKAKULAM","RANASTALAM","RANASTALAM",0,0,0,0,0,0,36,36,36
"ANDHRA PRADESH","SRIKAKULAM","RANASTALAM","NARASIMHA GOPALAPURA",0,0,0,0,0,0,4,4,4
"ANDHRA PRADESH","SRIKAKULAM","RANASTALAM","KRISHNAPURAM",0,0,0,0,0,0,18,18,18
"ANDHRA PRADESH","SRIKAKULAM","RANASTALAM","GOSAM",0,0,0,0,0,0,54,54,54
"ANDHRA PRADESH","SRIKAKULAM","RANASTALAM","YERRAVARAM",0,0,0,0,0,0,49,49,49
"ANDHRA PRADESH","SRIKAKULAM","RANASTALAM","NARAYANAPATNAM",0,0,0,0,0,0,3,3,3
"ANDHRA PRADESH","SRIKAKULAM","RANASTALAM","RAVADA",0,0,0,0,0,0,33,33,33
"ANDHRA PRADESH","SRIKAKULAM","RANASTALAM","UPPIVALASA",0,0,0,0,0,0,3,3,3
"ANDHRA PRADESH","SRIKAKULAM","RANASTALAM","PISHINI",0,0,0,0,0,0,17,17,17
"ANDHRA PRADESH","SRIKAKULAM","RANASTALAM","DERASAM",0,0,0,0,0,0,13,13,13
"ANDHRA PRADESH","SRIKAKULAM","RANASTALAM","PATHARLAPALLE",0,0,0,0,0,0,32,32,32
"ANDHRA PRADESH","SRIKAKULAM","RANASTALAM","SEETHARAMPURAM",0,0,0,0,0,0,4,4,4
"ANDHRA PRADESH","SRIKAKULAM","RANASTALAM","PAPARAOPETA",0,0,0,0,0,0,5,5,5
"ANDHRA PRADESH","SRIKAKULAM","RANASTALAM","TEPPALAVALASA",0,0,0,0,0,0,9,9,9
"ANDHRA PRADESH","SRIKAKULAM","RANASTALAM","VARAHANARASIHMAPURAM",0,0,0,0,0,0,25,25,25
"ANDHRA PRADESH","SRIKAKULAM","RANASTALAM","PATHASUNDARAPALEM",0,0,0,0,0,0,9,9,9
"ANDHRA PRADESH","SRIKAKULAM","RANASTALAM","KOTCHERLA",0,0,0,0,0,0,22,22,22
"ANDHRA PRADESH","SRIKAKULAM","RANASTALAM","KOLLIBHIMAVARAM",0,0,0,0,0,0,11,11,11
"ANDHRA PRADESH","SRIKAKULAM","RANASTALAM","JEERUPALEM",0,0,0,0,0,0,14,14,14
"ANDHRA PRADESH","SRIKAKULAM","RANASTALAM","KOTAPALEMM",0,0,0,0,0,0,36,36,36
"ANDHRA PRADESH","SRIKAKULAM","RANASTALAM","SURAMPETA",0,0,0,0,0,0,12,12,12
"ANDHRA PRADESH","SRIKAKULAM","RANASTALAM","MARUVADA",0,0,0,0,0,0,51,51,51
"ANDHRA PRADESH","SRIKAKULAM","RANASTALAM","CHILLAPETARAJAM",0,0,0,0,0,0,3,3,3
"ANDHRA PRADESH","SRIKAKULAM","RANASTALAM","CHITTIVALASA",0,0,0,0,0,0,12,12,12
"ANDHRA PRADESH","SRIKAKULAM","RANASTALAM","BOYAPALEM",0,0,0,0,0,0,14,14,14
"ANDHRA PRADESH","SRIKAKULAM","RANASTALAM","NARUVA",0,0,0,0,0,0,117,117,117
"ANDHRA PRADESH","SRIKAKULAM","RANASTALAM","JEERUKOVVADA",0,0,0,0,0,0,17,17,17
"ANDHRA PRADESH","SRIKAKULAM","RANASTALAM","GUDEM",0,0,0,0,0,0,7,7,7
"ANDHRA PRADESH","SRIKAKULAM","RANASTALAM","RAMACHANDRAPURAM",0,0,0,0,0,0,18,18,18
"ANDHRA PRADESH","SRIKAKULAM","RANASTALAM","TEKKALI",0,0,0,0,0,0,23,23,23
"ANDHRA PRADESH","SRIKAKULAM","RANASTALAM","NARAYANAGAJAPATHIRAJ",0,0,0,0,0,0,4,4,4
"ANDHRA PRADESH","SRIKAKULAM","RANASTALAM","MENTADA",0,0,0,0,0,0,65,65,65
"ANDHRA PRADESH","SRIKAKULAM","RANASTALAM","AKKAYAPALEM",0,0,0,0,0,0,42,42,42
"ANDHRA PRADESH","SRIKAKULAM","ETCHERLA","ARINAM AKKIVALASA",0,0,0,0,0,0,6,6,6
"ANDHRA PRADESH","SRIKAKULAM","ETCHERLA","SHERMAHAMMADPURAM",0,0,0,0,0,0,145,145,145
"ANDHRA PRADESH","SRIKAKULAM","ETCHERLA","POLAGRAHARAM",0,0,0,0,0,0,9,9,9
"ANDHRA PRADESH","SRIKAKULAM","ETCHERLA","THAMMUNAIDUPETA",0,0,0,0,0,0,17,17,17
"ANDHRA PRADESH","SRIKAKULAM","ETCHERLA","ETCHERLA",0,0,0,0,0,0,6,6,6
"ANDHRA PRADESH","SRIKAKULAM","ETCHERLA","SANTHASEETHARAMPURAM",0,0,0,0,0,0,10,10,10
"ANDHRA PRADESH","SRIKAKULAM","ETCHERLA","KONGARAM",0,0,0,0,0,0,5,5,5
"ANDHRA PRADESH","SRIKAKULAM","ETCHERLA","PONNADA",0,0,0,0,0,0,36,36,36
"ANDHRA PRADESH","SRIKAKULAM","ETCHERLA","DHARMAVARAM",0,0,0,0,0,0,28,28,28
"ANDHRA PRADESH","SRIKAKULAM","ETCHERLA","OLETIACHAMMAAGRAHARA",0,0,0,0,0,0,8,8,8
"ANDHRA PRADESH","SRIKAKULAM","ETCHERLA","BHAGIRADHIPURAM",0,0,0,0,0,0,2,2,2
"ANDHRA PRADESH","SRIKAKULAM","ETCHERLA","KOYYAM",0,0,0,0,0,0,45,45,45
"ANDHRA PRADESH","SRIKAKULAM","ETCHERLA","AJJARAM",0,0,0,0,0,0,1,1,1
"ANDHRA PRADESH","SRIKAKULAM","PONDURU","BODDEPALLE",0,0,0,0,0,0,20,20,20
"ANDHRA PRADESH","SRIKAKULAM","PONDURU","RAPAKA",0,0,0,0,0,0,1,1,1
"ANDHRA PRADESH","SRIKAKULAM","PONDURU","PONDURU",0,0,0,0,0,0,8,8,8
"ANDHRA PRADESH","SRIKAKULAM","PONDURU","THANDIYAM",0,0,0,0,0,0,1,1,1
"ANDHRA PRADESH","SRIKAKULAM","PONDURU","BANAM",0,0,0,0,0,0,4,4,4
"ANDHRA PRADESH","SRIKAKULAM","PONDURU","THANAM",0,0,0,0,0,0,16,16,16
"ANDHRA PRADESH","SRIKAKULAM","PONDURU","DALLIPETA",0,0,0,0,0,0,13,13,13
"ANDHRA PRADESH","SRIKAKULAM","PONDURU","PULLAJIPETA",0,0,0,0,0,0,5,5,5
"ANDHRA PRADESH","SRIKAKULAM","PONDURU","KRISHNAPURAM",0,0,0,0,0,0,3,3,3
"ANDHRA PRADESH","SRIKAKULAM","PONDURU","LOLUGU",0,0,0,0,0,0,13,13,13
"ANDHRA PRADESH","SRIKAKULAM","PONDURU","VENKATARAYUNIGUDEM",0,0,0,0,0,0,3,3,3
"ANDHRA PRADESH","SRIKAKULAM","PONDURU","KOTIPALLE",0,0,0,0,0,0,1,1,1
"ANDHRA PRADESH","SRIKAKULAM","PONDURU","MODDELLAVALASA",0,0,0,0,0,0,6,6,6
"ANDHRA PRADESH","SRIKAKULAM","PONDURU","SINGURU",0,0,0,0,0,0,21,21,21
"ANDHRA PRADESH","SRIKAKULAM","PONDURU","NANDIVADA",0,0,0,0,0,0,4,4,4
"ANDHRA PRADESH","SRIKAKULAM","SANTHAKAVITI","KONDAGUDEM",0,0,0,0,0,0,3,3,3
"ANDHRA PRADESH","SRIKAKULAM","SANTHAKAVITI","MADHAVARAYAPURAM",0,0,0,0,0,0,5,5,5
"ANDHRA PRADESH","SRIKAKULAM","SANTHAKAVITI","JAVAM",0,0,0,0,0,0,56,56,56
"ANDHRA PRADESH","SRIKAKULAM","SANTHAKAVITI","KOTTURURAMACHANDRAPU",0,0,0,0,0,0,14,14,14
"ANDHRA PRADESH","SRIKAKULAM","SANTHAKAVITI","VASUDEVAPATNAM",0,0,0,0,0,0,23,23,23
"ANDHRA PRADESH","SRIKAKULAM","SANTHAKAVITI","THAMARAM",0,0,0,0,0,0,10,10,10
"ANDHRA PRADESH","SRIKAKULAM","SANTHAKAVITI","HONJARAM",0,0,0,0,0,0,9,9,9
"ANDHRA PRADESH","SRIKAKULAM","SANTHAKAVITI","PODALI",0,0,0,0,0,0,6,6,6
"ANDHRA PRADESH","SRIKAKULAM","SANTHAKAVITI","CHITTARIPURAM",0,0,0,0,0,0,29,29,29
"ANDHRA PRADESH","SRIKAKULAM","SANTHAKAVITI","GARANAIDUPETA",0,0,0,0,0,0,17,17,17
"ANDHRA PRADESH","SRIKAKULAM","SANTHAKAVITI","GEDDAVALASA NARASIMH",0,0,0,0,0,0,4,4,4
"ANDHRA PRADESH","SRIKAKULAM","SANTHAKAVITI","KAVALI",0,0,0,0,0,0,7,7,7
"ANDHRA PRADESH","SRIKAKULAM","BURJA","YETIVODDUPARTHA",0,0,0,0,0,0,5,5,5
"ANDHRA PRADESH","SRIKAKULAM","BURJA","KILANTRA",0,0,0,0,0,0,4,4,4
"ANDHRA PRADESH","SRIKAKULAM","BURJA","VANDRA (U.I)",0,0,0,0,0,0,2,2,2
"ANDHRA PRADESH","SRIKAKULAM","BURJA","GANGABHAGIRADHIPURAM",0,0,0,0,0,0,12,12,12
"ANDHRA PRADESH","SRIKAKULAM","BURJA","ALLENA",0,0,0,0,0,0,30,30,30
"ANDHRA PRADESH","SRIKAKULAM","BURJA","BURJA",0,0,0,0,0,0,33,33,33
"ANDHRA PRADESH","SRIKAKULAM","BURJA","VAVAM",0,0,0,0,0,0,36,36,36
"ANDHRA PRADESH","SRIKAKULAM","BURJA","KAKANDYAM",0,0,0,0,0,0,15,15,15
"ANDHRA PRADESH","SRIKAKULAM","BURJA","LABHAM",0,0,0,0,0,0,13,13,13
"ANDHRA PRADESH","SRIKAKULAM","BURJA","GUTTAVALLI",0,0,0,0,0,0,5,5,5
"ANDHRA PRADESH","SRIKAKULAM","PALAKONDA","BEJJI",0,0,0,0,0,0,1,1,1
"ANDHRA PRADESH","SRIKAKULAM","PALAKONDA","BUKKURU",0,0,0,0,0,0,34,34,34
"ANDHRA PRADESH","SRIKAKULAM","PALAKONDA","YERAKARAYAPURAM",0,0,0,0,0,0,13,13,13
"ANDHRA PRADESH","SRIKAKULAM","PALAKONDA","CHINAMANGALAPURAM",0,0,0,0,0,0,67,67,67
"ANDHRA PRADESH","SRIKAKULAM","PALAKONDA","GOTTAMANGALAPURAM",0,0,0,0,0,0,63,63,63
"ANDHRA PRADESH","SRIKAKULAM","PALAKONDA","TAMPATAPALLE",0,0,0,0,0,0,1,1,1
"ANDHRA PRADESH","SRIKAKULAM","PALAKONDA","GOPALAPURAM",0,0,0,0,0,0,7,7,7
"ANDHRA PRADESH","SRIKAKULAM","PALAKONDA","ANNAVARAM",0,0,0,0,0,0,8,8,8
"ANDHRA PRADESH","SRIKAKULAM","PALAKONDA","AMPILI",0,0,0,0,0,0,37,37,37
"ANDHRA PRADESH","SRIKAKULAM","SEETHAMPETA","SAMARILLI",0,0,0,0,0,0,2,2,2
"ANDHRA PRADESH","SRIKAKULAM","SEETHAMPETA","SOMAGANDI",0,0,0,0,0,0,5,5,5
"ANDHRA PRADESH","SRIKAKULAM","BHAMINI","MANUMAKONDA",0,0,0,0,0,0,3,3,3
"ANDHRA PRADESH","SRIKAKULAM","BHAMINI","BATTALI",0,0,0,0,0,0,33,33,33
"ANDHRA PRADESH","SRIKAKULAM","BHAMINI","LOHARIJOLA",0,0,0,0,0,0,9,9,9
"ANDHRA PRADESH","SRIKAKULAM","BHAMINI","GURANDI",0,0,0,0,0,7,27,34,34
"ANDHRA PRADESH","SRIKAKULAM","BHAMINI","NERADI",0,0,0,0,0,0,10,10,10
"ANDHRA PRADESH","SRIKAKULAM","BHAMINI","NULAKAJODU",0,0,0,0,0,0,12,12,12
"ANDHRA PRADESH","SRIKAKULAM","BHAMINI","SINGIDI",0,0,0,0,0,1,0,1,1
"ANDHRA PRADESH","SRIKAKULAM","BHAMINI","PASUKUDI",0,0,0,0,0,0,24,24,24
"ANDHRA PRADESH","SRIKAKULAM","BHAMINI","BHAMANI",0,0,0,0,0,0,14,14,14
"ANDHRA PRADESH","SRIKAKULAM","BHAMINI","LIVIRI",0,0,0,0,0,0,7,7,7
"ANDHRA PRADESH","SRIKAKULAM","BHAMINI","DIMMIDIJOLA",0,0,0,0,0,0,4,4,4
"ANDHRA PRADESH","SRIKAKULAM","BHAMINI","SOLIKIRI",0,0,0,0,0,0,24,24,24
"ANDHRA PRADESH","SRIKAKULAM","BHAMINI","GHANASARA",0,0,0,0,0,3,11,14,14
"ANDHRA PRADESH","SRIKAKULAM","BHAMINI","KOSALI",0,0,0,0,0,0,8,8,8
"ANDHRA PRADESH","SRIKAKULAM","BHAMINI","PEDADIMILI",0,0,0,0,0,0,4,4,4
"ANDHRA PRADESH","SRIKAKULAM","KOTHURU","KADUMU",0,0,0,0,0,0,7,7,7
"ANDHRA PRADESH","SRIKAKULAM","KOTHURU","BALADA",0,0,0,0,0,0,6,6,6
"ANDHRA PRADESH","SRIKAKULAM","KOTHURU","PONNUTURU",0,0,0,0,0,0,20,20,20
"ANDHRA PRADESH","SRIKAKULAM","KOTHURU","KUDDIGAM",0,0,0,0,0,0,1,1,1
"ANDHRA PRADESH","SRIKAKULAM","KOTHURU","MATHALA",0,0,0,0,0,0,29,29,29
"ANDHRA PRADESH","SRIKAKULAM","KOTHURU","SIRUSUVADA",0,0,0,0,0,0,7,7,7
"ANDHRA PRADESH","SRIKAKULAM","KOTHURU","VASAPA",0,0,0,0,0,0,27,27,27
"ANDHRA PRADESH","SRIKAKULAM","KOTHURU","NIVAGAM",0,0,0,0,0,0,50,50,50
"ANDHRA PRADESH","SRIKAKULAM","KOTHURU","ANGURU",0,0,0,0,0,0,25,25,25
"ANDHRA PRADESH","SRIKAKULAM","HIRAMANDALAM","KOMANAPALLE",0,0,0,0,0,1,58,59,59
"ANDHRA PRADESH","SRIKAKULAM","HIRAMANDALAM","KONDARAGOLU",0,0,0,0,0,0,11,11,11
"ANDHRA PRADESH","SRIKAKULAM","HIRAMANDALAM","DURBALAPURAM",0,0,0,0,0,0,7,7,7
"ANDHRA PRADESH","SRIKAKULAM","HIRAMANDALAM","TUNGATAMPARA",0,0,0,0,0,0,7,7,7
"ANDHRA PRADESH","SRIKAKULAM","HIRAMANDALAM","CHORLANGI",0,0,0,0,0,0,3,3,3
"ANDHRA PRADESH","SRIKAKULAM","HIRAMANDALAM","KALLATA",0,0,0,0,0,0,2,2,2
"ANDHRA PRADESH","SRIKAKULAM","HIRAMANDALAM","TAMPA",0,0,0,0,0,0,18,18,18
"ANDHRA PRADESH","SRIKAKULAM","HIRAMANDALAM","LOKANDA",0,0,0,0,0,0,2,2,2
