"id","aggregation_level","parent_type","parent_id","aggregation_level_value","metric","value","difference_from_previous_value","is_positive_value","created_at","updated_at","aggregation_index","aggregation_value_to_display"
1961265,"monthly","Impl::Output",1031251,"2016_February","value",183820,,,"2016-02-05 17:54:16.264017","2016-02-05 17:54:16.264017",1,"February"
1961323,"monthly","Impl::Output",1031308,"2016_February","value",1651,,,"2016-02-05 17:54:17.321816","2016-02-05 17:54:17.321816",1,"February"
1961326,"monthly","Impl::Output",1031310,"2016_February","value",754,,,"2016-02-05 17:54:17.347231","2016-02-05 17:54:17.347231",1,"February"
1961343,"monthly","Impl::Output",1031326,"2016_February","value",1282,,,"2016-02-05 17:54:17.497362","2016-02-05 17:54:17.497362",1,"February"
1961344,"monthly","Impl::Output",1031327,"2016_February","value",1101,,,"2016-02-05 17:54:17.521432","2016-02-05 17:54:17.521432",1,"February"
1961387,"monthly","Impl::Output",1031370,"2016_February","value",13352,,,"2016-02-05 17:54:17.930609","2016-02-05 17:54:17.930609",1,"February"
1961426,"monthly","Impl::Output",1031409,"2016_February","value",50,,,"2016-02-05 17:54:18.341719","2016-02-05 17:54:18.341719",1,"February"
1961482,"monthly","Impl::Output",1031465,"2016_February","value",776,,,"2016-02-05 17:54:18.873554","2016-02-05 17:54:18.873554",1,"February"
1961615,"monthly","Impl::Output",1031599,"2016_February","value",13531,,,"2016-02-05 17:54:20.043194","2016-02-05 17:54:20.043194",1,"February"
1961640,"monthly","Impl::Output",1031623,"2016_February","value",63025,,,"2016-02-05 17:54:20.299801","2016-02-05 17:54:20.299801",1,"February"
1961644,"monthly","Impl::Output",1031627,"2016_February","value",1729,,,"2016-02-05 17:54:20.346672","2016-02-05 17:54:20.346672",1,"February"
1961689,"monthly","Impl::Output",1031678,"2016_February","value",8356,,,"2016-02-05 17:54:20.696218","2016-02-05 17:54:20.696218",1,"February"
1961722,"monthly","Impl::Output",1031704,"2016_February","value",37755,,,"2016-02-05 17:54:20.928245","2016-02-05 17:54:20.928245",1,"February"
1961752,"monthly","Impl::Output",1031734,"2016_February","value",2967,,,"2016-02-05 17:54:21.13201","2016-02-05 17:54:21.13201",1,"February"
1961795,"monthly","Impl::Output",1031778,"2016_February","value",4099,,,"2016-02-05 17:54:21.478282","2016-02-05 17:54:21.478282",1,"February"
1961848,"monthly","Impl::Output",1031831,"2016_February","value",9625,,,"2016-02-05 17:54:21.86423","2016-02-05 17:54:21.86423",1,"February"
1961893,"monthly","Impl::Output",1031875,"2016_February","value",60,,,"2016-02-05 17:54:22.23229","2016-02-05 17:54:22.23229",1,"February"
1961899,"monthly","Impl::Output",1031881,"2016_February","value",57,,,"2016-02-05 17:54:22.282071","2016-02-05 17:54:22.282071",1,"February"
1961909,"monthly","Impl::Output",1031889,"2016_February","value",20,,,"2016-02-05 17:54:22.338601","2016-02-05 17:54:22.338601",1,"February"
1961965,"monthly","Impl::Output",1031948,"2016_February","value",83497,,,"2016-02-05 17:54:22.813322","2016-02-05 17:54:22.813322",1,"February"
1962071,"monthly","Impl::Output",1032057,"2016_February","value",30271,,,"2016-02-05 17:54:23.632739","2016-02-05 17:54:23.632739",1,"February"
1962283,"monthly","Impl::Output",1032265,"2016_February","value",13017,,,"2016-02-05 17:54:25.440808","2016-02-05 17:54:25.440808",1,"February"
1962452,"monthly","Impl::Output",1032435,"2016_February","value",705,,,"2016-02-05 17:54:26.790986","2016-02-05 17:54:26.790986",1,"February"
1962509,"monthly","Impl::Output",1032491,"2016_February","value",91,,,"2016-02-05 17:54:27.275394","2016-02-05 17:54:27.275394",1,"February"
1962566,"monthly","Impl::Output",1032551,"2016_February","value",36314,,,"2016-02-05 17:54:27.747532","2016-02-05 17:54:27.747532",1,"February"
1962582,"monthly","Impl::Output",1032565,"2016_February","value",295,,,"2016-02-05 17:54:27.828888","2016-02-05 17:54:27.828888",1,"February"
1962625,"monthly","Impl::Output",1032609,"2016_February","value",268,,,"2016-02-05 17:54:28.143047","2016-02-05 17:54:28.143047",1,"February"
1962767,"monthly","Impl::Output",1032750,"2016_February","value",500,,,"2016-02-05 17:54:29.279168","2016-02-05 17:54:29.279168",1,"February"
1961364,"monthly","Impl::Output",1031347,"2016_February","value",30699,,,"2016-02-05 17:54:17.759526","2016-02-05 17:54:17.759526",1,"February"
1961442,"monthly","Impl::Output",1031424,"2016_February","value",1102,,,"2016-02-05 17:54:18.489922","2016-02-05 17:54:18.489922",1,"February"
1961474,"monthly","Impl::Output",1031459,"2016_February","value",4616,,,"2016-02-05 17:54:18.781505","2016-02-05 17:54:18.781505",1,"February"
1961609,"monthly","Impl::Output",1031594,"2016_February","value",125,,,"2016-02-05 17:54:20.027292","2016-02-05 17:54:20.027292",1,"February"
1961694,"monthly","Impl::Output",1031679,"2016_February","value",63150,,,"2016-02-05 17:54:20.712657","2016-02-05 17:54:20.712657",1,"February"
1961783,"monthly","Impl::Output",1031767,"2016_February","value",55948,,,"2016-02-05 17:54:21.368344","2016-02-05 17:54:21.368344",1,"February"
1961789,"monthly","Impl::Output",1031772,"2016_February","value",1665,,,"2016-02-05 17:54:21.402751","2016-02-05 17:54:21.402751",1,"February"
1961858,"monthly","Impl::Output",1031840,"2016_February","value",310,,,"2016-02-05 17:54:21.98487","2016-02-05 17:54:21.98487",1,"February"
1961922,"monthly","Impl::Output",1031904,"2016_February","value",180602,,,"2016-02-05 17:54:22.430071","2016-02-05 17:54:22.430071",1,"February"
1961947,"monthly","Impl::Output",1031928,"2016_February","value",24,,,"2016-02-05 17:54:22.62409","2016-02-05 17:54:22.62409",1,"February"
1962251,"monthly","Impl::Output",1032229,"2016_February","value",173300,,,"2016-02-05 17:54:25.182982","2016-02-05 17:54:25.182982",1,"February"
1962315,"monthly","Impl::Output",1032297,"2016_February","value",201518,,,"2016-02-05 17:54:25.662506","2016-02-05 17:54:25.662506",1,"February"
1962410,"monthly","Impl::Output",1032393,"2016_February","value",1138,,,"2016-02-05 17:54:26.427258","2016-02-05 17:54:26.427258",1,"February"
1962506,"monthly","Impl::Output",1032488,"2016_February","value",97,,,"2016-02-05 17:54:27.261549","2016-02-05 17:54:27.261549",1,"February"
1962542,"monthly","Impl::Output",1032525,"2016_February","value",7494,,,"2016-02-05 17:54:27.492501","2016-02-05 17:54:27.492501",1,"February"
1962583,"monthly","Impl::Output",1032566,"2016_February","value",12743,,,"2016-02-05 17:54:27.833371","2016-02-05 17:54:27.833371",1,"February"
1962609,"monthly","Impl::Output",1032592,"2016_February","value",51150,,,"2016-02-05 17:54:28.031627","2016-02-05 17:54:28.031627",1,"February"
1962617,"monthly","Impl::Output",1032600,"2016_February","value",5761,,,"2016-02-05 17:54:28.086067","2016-02-05 17:54:28.086067",1,"February"
1962622,"monthly","Impl::Output",1032606,"2016_February","value",69,,,"2016-02-05 17:54:28.135382","2016-02-05 17:54:28.135382",1,"February"
1962736,"monthly","Impl::Output",1032720,"2016_February","value",25026,,,"2016-02-05 17:54:29.058723","2016-02-05 17:54:29.058723",1,"February"
1962764,"monthly","Impl::Output",1032748,"2016_February","value",17,,,"2016-02-05 17:54:29.251345","2016-02-05 17:54:29.251345",1,"February"
1962801,"monthly","Impl::Output",1032784,"2016_February","value",94,,,"2016-02-05 17:54:29.555727","2016-02-05 17:54:29.555727",1,"February"
1962831,"monthly","Impl::Output",1032816,"2016_February","value",25,,,"2016-02-05 17:54:29.761127","2016-02-05 17:54:29.761127",1,"February"
1962857,"monthly","Impl::Output",1032841,"2016_February","value",5804,,,"2016-02-05 17:54:29.996716","2016-02-05 17:54:29.996716",1,"February"
1962869,"monthly","Impl::Output",1032851,"2016_February","value",1195,,,"2016-02-05 17:54:30.06697","2016-02-05 17:54:30.06697",1,"February"
1961253,"monthly","Impl::Output",1031236,"2016_February","value",145,,,"2016-02-05 17:54:16.096064","2016-02-05 17:54:16.096064",1,"February"
1961275,"monthly","Impl::Output",1031258,"2016_February","value",5122,,,"2016-02-05 17:54:16.329048","2016-02-05 17:54:16.329048",1,"February"
1961400,"monthly","Impl::Output",1031383,"2016_February","value",53,,,"2016-02-05 17:54:18.033548","2016-02-05 17:54:18.033548",1,"February"
1961491,"monthly","Impl::Output",1031473,"2016_February","value",14869,,,"2016-02-05 17:54:18.909356","2016-02-05 17:54:18.909356",1,"February"
1961578,"monthly","Impl::Output",1031561,"2016_February","value",15704,,,"2016-02-05 17:54:19.765017","2016-02-05 17:54:19.765017",1,"February"
1961735,"monthly","Impl::Output",1031721,"2016_February","value",63465,,,"2016-02-05 17:54:21.020717","2016-02-05 17:54:21.020717",1,"February"
1961833,"monthly","Impl::Output",1031816,"2016_February","value",699,,,"2016-02-05 17:54:21.777845","2016-02-05 17:54:21.777845",1,"February"
1961874,"monthly","Impl::Output",1031855,"2016_February","value",4554,,,"2016-02-05 17:54:22.094212","2016-02-05 17:54:22.094212",1,"February"
1961883,"monthly","Impl::Output",1031867,"2016_February","value",587,,,"2016-02-05 17:54:22.159559","2016-02-05 17:54:22.159559",1,"February"
1961889,"monthly","Impl::Output",1031872,"2016_February","value",96,,,"2016-02-05 17:54:22.206745","2016-02-05 17:54:22.206745",1,"February"
1962003,"monthly","Impl::Output",1031988,"2016_February","value",14597,,,"2016-02-05 17:54:23.111998","2016-02-05 17:54:23.111998",1,"February"
1962015,"monthly","Impl::Output",1031998,"2016_February","value",4919,,,"2016-02-05 17:54:23.194043","2016-02-05 17:54:23.194043",1,"February"
1962024,"monthly","Impl::Output",1032008,"2016_February","value",320,,,"2016-02-05 17:54:23.257711","2016-02-05 17:54:23.257711",1,"February"
1962087,"monthly","Impl::Output",1032070,"2016_February","value",3944,,,"2016-02-05 17:54:23.750125","2016-02-05 17:54:23.750125",1,"February"
1962094,"monthly","Impl::Output",1032078,"2016_February","value",3922,,,"2016-02-05 17:54:23.790981","2016-02-05 17:54:23.790981",1,"February"
1962100,"monthly","Impl::Output",1032085,"2016_February","value",22,,,"2016-02-05 17:54:23.840168","2016-02-05 17:54:23.840168",1,"February"
1962274,"monthly","Impl::Output",1032258,"2016_February","value",75024,,,"2016-02-05 17:54:25.359913","2016-02-05 17:54:25.359913",1,"February"
1962390,"monthly","Impl::Output",1032373,"2016_February","value",13931,,,"2016-02-05 17:54:26.275808","2016-02-05 17:54:26.275808",1,"February"
1962562,"monthly","Impl::Output",1032546,"2016_February","value",121,,,"2016-02-05 17:54:27.73394","2016-02-05 17:54:27.73394",1,"February"
1962627,"monthly","Impl::Output",1032608,"2016_February","value",4875,,,"2016-02-05 17:54:28.144788","2016-02-05 17:54:28.144788",1,"February"
1961312,"monthly","Impl::Output",1031295,"2016_February","value",918,,,"2016-02-05 17:54:17.171054","2016-02-05 17:54:17.171054",1,"February"
1961314,"monthly","Impl::Output",1031297,"2016_February","value",273,,,"2016-02-05 17:54:17.204401","2016-02-05 17:54:17.204401",1,"February"
1961317,"monthly","Impl::Output",1031299,"2016_February","value",190,,,"2016-02-05 17:54:17.238477","2016-02-05 17:54:17.238477",1,"February"
1961331,"monthly","Impl::Output",1031314,"2016_February","value",20597,,,"2016-02-05 17:54:17.39007","2016-02-05 17:54:17.39007",1,"February"
1961337,"monthly","Impl::Output",1031320,"2016_February","value",723,,,"2016-02-05 17:54:17.422267","2016-02-05 17:54:17.422267",1,"February"
1961390,"monthly","Impl::Output",1031373,"2016_February","value",61192,,,"2016-02-05 17:54:17.941912","2016-02-05 17:54:17.941912",1,"February"
1961580,"monthly","Impl::Output",1031563,"2016_February","value",1015,,,"2016-02-05 17:54:19.774273","2016-02-05 17:54:19.774273",1,"February"
1961598,"monthly","Impl::Output",1031581,"2016_February","value",25577,,,"2016-02-05 17:54:19.924528","2016-02-05 17:54:19.924528",1,"February"
1961602,"monthly","Impl::Output",1031585,"2016_February","value",21230,,,"2016-02-05 17:54:19.957274","2016-02-05 17:54:19.957274",1,"February"
1961605,"monthly","Impl::Output",1031588,"2016_February","value",324,,,"2016-02-05 17:54:19.991115","2016-02-05 17:54:19.991115",1,"February"
1961612,"monthly","Impl::Output",1031596,"2016_February","value",200,,,"2016-02-05 17:54:20.035743","2016-02-05 17:54:20.035743",1,"February"
1961691,"monthly","Impl::Output",1031674,"2016_February","value",3516,,,"2016-02-05 17:54:20.707332","2016-02-05 17:54:20.707332",1,"February"
1962182,"monthly","Impl::Output",1032164,"2016_February","value",9096,,,"2016-02-05 17:54:24.51794","2016-02-05 17:54:24.51794",1,"February"
1962196,"monthly","Impl::Output",1032177,"2016_February","value",18,,,"2016-02-05 17:54:24.622428","2016-02-05 17:54:24.622428",1,"February"
1962348,"monthly","Impl::Output",1032331,"2016_February","value",214038,,,"2016-02-05 17:54:25.910913","2016-02-05 17:54:25.910913",1,"February"
1962358,"monthly","Impl::Output",1032342,"2016_February","value",73,,,"2016-02-05 17:54:25.98869","2016-02-05 17:54:25.98869",1,"February"
1962436,"monthly","Impl::Output",1032420,"2016_February","value",153758,,,"2016-02-05 17:54:26.669725","2016-02-05 17:54:26.669725",1,"February"
1962461,"monthly","Impl::Output",1032444,"2016_February","value",2508,,,"2016-02-05 17:54:26.869317","2016-02-05 17:54:26.869317",1,"February"
1962492,"monthly","Impl::Output",1032478,"2016_February","value",69310,,,"2016-02-05 17:54:27.132751","2016-02-05 17:54:27.132751",1,"February"
1962500,"monthly","Impl::Output",1032483,"2016_February","value",825,,,"2016-02-05 17:54:27.222623","2016-02-05 17:54:27.222623",1,"February"
1962510,"monthly","Impl::Output",1032493,"2016_February","value",737,,,"2016-02-05 17:54:27.277941","2016-02-05 17:54:27.277941",1,"February"
1962516,"monthly","Impl::Output",1032499,"2016_February","value",99,,,"2016-02-05 17:54:27.329121","2016-02-05 17:54:27.329121",1,"February"
1962550,"monthly","Impl::Output",1032533,"2016_February","value",198,,,"2016-02-05 17:54:27.548485","2016-02-05 17:54:27.548485",1,"February"
1962607,"monthly","Impl::Output",1032591,"2016_February","value",2,,,"2016-02-05 17:54:28.025593","2016-02-05 17:54:28.025593",1,"February"
1962703,"monthly","Impl::Output",1032687,"2016_February","value",85208,,,"2016-02-05 17:54:28.844959","2016-02-05 17:54:28.844959",1,"February"
1961268,"monthly","Impl::Output",1031254,"2016_February","value",6328,,,"2016-02-05 17:54:16.272517","2016-02-05 17:54:16.272517",1,"February"
1961335,"monthly","Impl::Output",1031318,"2016_February","value",1,,,"2016-02-05 17:54:17.414373","2016-02-05 17:54:17.414373",1,"February"
1961345,"monthly","Impl::Output",1031328,"2016_February","value",83,,,"2016-02-05 17:54:17.545927","2016-02-05 17:54:17.545927",1,"February"
1961462,"monthly","Impl::Output",1031445,"2016_February","value",252,,,"2016-02-05 17:54:18.672874","2016-02-05 17:54:18.672874",1,"February"
1961619,"monthly","Impl::Output",1031602,"2016_February","value",16983,,,"2016-02-05 17:54:20.114507","2016-02-05 17:54:20.114507",1,"February"
1961709,"monthly","Impl::Output",1031692,"2016_February","value",34143,,,"2016-02-05 17:54:20.835134","2016-02-05 17:54:20.835134",1,"February"
1961869,"monthly","Impl::Output",1031852,"2016_February","value",4633,,,"2016-02-05 17:54:22.075636","2016-02-05 17:54:22.075636",1,"February"
1961900,"monthly","Impl::Output",1031880,"2016_February","value",67369,,,"2016-02-05 17:54:22.285228","2016-02-05 17:54:22.285228",1,"February"
1961913,"monthly","Impl::Output",1031891,"2016_February","value",1150,,,"2016-02-05 17:54:22.35125","2016-02-05 17:54:22.35125",1,"February"
1961918,"monthly","Impl::Output",1031900,"2016_February","value",939,,,"2016-02-05 17:54:22.396155","2016-02-05 17:54:22.396155",1,"February"
1961989,"monthly","Impl::Output",1031972,"2016_February","value",13795,,,"2016-02-05 17:54:22.993406","2016-02-05 17:54:22.993406",1,"February"
1961998,"monthly","Impl::Output",1031980,"2016_February","value",32,,,"2016-02-05 17:54:23.047957","2016-02-05 17:54:23.047957",1,"February"
1962010,"monthly","Impl::Output",1031992,"2016_February","value",2,,,"2016-02-05 17:54:23.163473","2016-02-05 17:54:23.163473",1,"February"
1962374,"monthly","Impl::Output",1032359,"2016_February","value",143793,,,"2016-02-05 17:54:26.176636","2016-02-05 17:54:26.176636",1,"February"
1962430,"monthly","Impl::Output",1032413,"2016_February","value",6,,,"2016-02-05 17:54:26.622006","2016-02-05 17:54:26.622006",1,"February"
1962644,"monthly","Impl::Output",1032630,"2016_February","value",49,,,"2016-02-05 17:54:28.371847","2016-02-05 17:54:28.371847",1,"February"
1962691,"monthly","Impl::Output",1032674,"2016_February","value",5422,,,"2016-02-05 17:54:28.71726","2016-02-05 17:54:28.71726",1,"February"
1961219,"monthly","Impl::Output",1031202,"2016_February","value",20,,,"2016-02-05 17:54:15.871509","2016-02-05 17:54:15.871509",1,"February"
1961564,"monthly","Impl::Output",1031547,"2016_February","value",83141,,,"2016-02-05 17:54:19.540586","2016-02-05 17:54:19.540586",1,"February"
1961586,"monthly","Impl::Output",1031570,"2016_February","value",900,,,"2016-02-05 17:54:19.809491","2016-02-05 17:54:19.809491",1,"February"
1961604,"monthly","Impl::Output",1031587,"2016_February","value",15314,,,"2016-02-05 17:54:19.966948","2016-02-05 17:54:19.966948",1,"February"
1961699,"monthly","Impl::Output",1031682,"2016_February","value",2587,,,"2016-02-05 17:54:20.753453","2016-02-05 17:54:20.753453",1,"February"
1961787,"monthly","Impl::Output",1031771,"2016_February","value",51,,,"2016-02-05 17:54:21.394285","2016-02-05 17:54:21.394285",1,"February"
1961793,"monthly","Impl::Output",1031777,"2016_February","value",24,,,"2016-02-05 17:54:21.468727","2016-02-05 17:54:21.468727",1,"February"
1961803,"monthly","Impl::Output",1031786,"2016_February","value",13,,,"2016-02-05 17:54:21.546028","2016-02-05 17:54:21.546028",1,"February"
1961901,"monthly","Impl::Output",1031885,"2016_February","value",21190,,,"2016-02-05 17:54:22.289779","2016-02-05 17:54:22.289779",1,"February"
1961982,"monthly","Impl::Output",1031965,"2016_February","value",1227,,,"2016-02-05 17:54:22.944872","2016-02-05 17:54:22.944872",1,"February"
1962009,"monthly","Impl::Output",1031993,"2016_February","value",1964,,,"2016-02-05 17:54:23.157","2016-02-05 17:54:23.157",1,"February"
1962021,"monthly","Impl::Output",1032005,"2016_February","value",924,,,"2016-02-05 17:54:23.233265","2016-02-05 17:54:23.233265",1,"February"
1962053,"monthly","Impl::Output",1032037,"2016_February","value",117165,,,"2016-02-05 17:54:23.455907","2016-02-05 17:54:23.455907",1,"February"
1962062,"monthly","Impl::Output",1032044,"2016_February","value",101988,,,"2016-02-05 17:54:23.517528","2016-02-05 17:54:23.517528",1,"February"
1962114,"monthly","Impl::Output",1032097,"2016_February","value",108019,,,"2016-02-05 17:54:23.940722","2016-02-05 17:54:23.940722",1,"February"
1962123,"monthly","Impl::Output",1032107,"2016_February","value",1108,,,"2016-02-05 17:54:23.9987","2016-02-05 17:54:23.9987",1,"February"
1962151,"monthly","Impl::Output",1032136,"2016_February","value",107274,,,"2016-02-05 17:54:24.251383","2016-02-05 17:54:24.251383",1,"February"
1962181,"monthly","Impl::Output",1032166,"2016_February","value",418,,,"2016-02-05 17:54:24.51642","2016-02-05 17:54:24.51642",1,"February"
1962299,"monthly","Impl::Output",1032283,"2016_February","value",1073,,,"2016-02-05 17:54:25.549671","2016-02-05 17:54:25.549671",1,"February"
1962377,"monthly","Impl::Output",1032360,"2016_February","value",12,,,"2016-02-05 17:54:26.18717","2016-02-05 17:54:26.18717",1,"February"
1962672,"monthly","Impl::Output",1032655,"2016_February","value",7776,,,"2016-02-05 17:54:28.573292","2016-02-05 17:54:28.573292",1,"February"
1962752,"monthly","Impl::Output",1032740,"2016_February","value",21888,,,"2016-02-05 17:54:29.197554","2016-02-05 17:54:29.197554",1,"February"
1962763,"monthly","Impl::Output",1032746,"2016_February","value",322,,,"2016-02-05 17:54:29.241821","2016-02-05 17:54:29.241821",1,"February"
1961220,"monthly","Impl::Output",1031201,"2016_February","value",18767,,,"2016-02-05 17:54:15.876431","2016-02-05 17:54:15.876431",1,"February"
1961226,"monthly","Impl::Output",1031209,"2016_February","value",6875,,,"2016-02-05 17:54:15.928712","2016-02-05 17:54:15.928712",1,"February"
1961338,"monthly","Impl::Output",1031322,"2016_February","value",1,,,"2016-02-05 17:54:17.429984","2016-02-05 17:54:17.429984",1,"February"
1961340,"monthly","Impl::Output",1031324,"2016_February","value",1,,,"2016-02-05 17:54:17.463744","2016-02-05 17:54:17.463744",1,"February"
1961493,"monthly","Impl::Output",1031475,"2016_February","value",23842,,,"2016-02-05 17:54:18.9267","2016-02-05 17:54:18.9267",1,"February"
1961708,"monthly","Impl::Output",1031691,"2016_February","value",155448,,,"2016-02-05 17:54:20.820036","2016-02-05 17:54:20.820036",1,"February"
1962118,"monthly","Impl::Output",1032102,"2016_February","value",20,,,"2016-02-05 17:54:23.967044","2016-02-05 17:54:23.967044",1,"February"
1962173,"monthly","Impl::Output",1032157,"2016_February","value",1499,,,"2016-02-05 17:54:24.424009","2016-02-05 17:54:24.424009",1,"February"
1962245,"monthly","Impl::Output",1032237,"2016_February","value",1255,,,"2016-02-05 17:54:25.17484","2016-02-05 17:54:25.17484",1,"February"
1962264,"monthly","Impl::Output",1032244,"2016_February","value",185,,,"2016-02-05 17:54:25.273533","2016-02-05 17:54:25.273533",1,"February"
1962347,"monthly","Impl::Output",1032329,"2016_February","value",2875,,,"2016-02-05 17:54:25.900064","2016-02-05 17:54:25.900064",1,"February"
1962576,"monthly","Impl::Output",1032554,"2016_February","value",8101,,,"2016-02-05 17:54:27.771625","2016-02-05 17:54:27.771625",1,"February"
1962584,"monthly","Impl::Output",1032568,"2016_February","value",6881,,,"2016-02-05 17:54:27.837238","2016-02-05 17:54:27.837238",1,"February"
1962587,"monthly","Impl::Output",1032571,"2016_February","value",310,,,"2016-02-05 17:54:27.887567","2016-02-05 17:54:27.887567",1,"February"
1962660,"monthly","Impl::Output",1032643,"2016_February","value",1,,,"2016-02-05 17:54:28.502677","2016-02-05 17:54:28.502677",1,"February"
1962694,"monthly","Impl::Output",1032677,"2016_February","value",131308,,,"2016-02-05 17:54:28.743615","2016-02-05 17:54:28.743615",1,"February"
1962700,"monthly","Impl::Output",1032684,"2016_February","value",78,,,"2016-02-05 17:54:28.802448","2016-02-05 17:54:28.802448",1,"February"
1962715,"monthly","Impl::Output",1032697,"2016_February","value",22,,,"2016-02-05 17:54:28.90739","2016-02-05 17:54:28.90739",1,"February"
1962723,"monthly","Impl::Output",1032705,"2016_February","value",1,,,"2016-02-05 17:54:28.962846","2016-02-05 17:54:28.962846",1,"February"
1962788,"monthly","Impl::Output",1032771,"2016_February","value",31289,,,"2016-02-05 17:54:29.446838","2016-02-05 17:54:29.446838",1,"February"
1962792,"monthly","Impl::Output",1032775,"2016_February","value",19,,,"2016-02-05 17:54:29.486664","2016-02-05 17:54:29.486664",1,"February"
1961257,"monthly","Impl::Output",1031240,"2016_February","value",55687,,,"2016-02-05 17:54:16.121868","2016-02-05 17:54:16.121868",1,"February"
1961259,"monthly","Impl::Output",1031242,"2016_February","value",402,,,"2016-02-05 17:54:16.165263","2016-02-05 17:54:16.165263",1,"February"
1961261,"monthly","Impl::Output",1031244,"2016_February","value",30,,,"2016-02-05 17:54:16.194706","2016-02-05 17:54:16.194706",1,"February"
1961262,"monthly","Impl::Output",1031245,"2016_February","value",21,,,"2016-02-05 17:54:16.22791","2016-02-05 17:54:16.22791",1,"February"
1961378,"monthly","Impl::Output",1031361,"2016_February","value",1999,,,"2016-02-05 17:54:17.871714","2016-02-05 17:54:17.871714",1,"February"
1961549,"monthly","Impl::Output",1031532,"2016_February","value",109792,,,"2016-02-05 17:54:19.382552","2016-02-05 17:54:19.382552",1,"February"
1961698,"monthly","Impl::Output",1031681,"2016_February","value",6841,,,"2016-02-05 17:54:20.748241","2016-02-05 17:54:20.748241",1,"February"
1961705,"monthly","Impl::Output",1031688,"2016_February","value",2584,,,"2016-02-05 17:54:20.796169","2016-02-05 17:54:20.796169",1,"February"
1961818,"monthly","Impl::Output",1031801,"2016_February","value",6868,,,"2016-02-05 17:54:21.619922","2016-02-05 17:54:21.619922",1,"February"
1961897,"monthly","Impl::Output",1031883,"2016_February","value",135862,,,"2016-02-05 17:54:22.280472","2016-02-05 17:54:22.280472",1,"February"
1962057,"monthly","Impl::Output",1032039,"2016_February","value",127,,,"2016-02-05 17:54:23.504805","2016-02-05 17:54:23.504805",1,"February"
1962122,"monthly","Impl::Output",1032104,"2016_February","value",170,,,"2016-02-05 17:54:23.991074","2016-02-05 17:54:23.991074",1,"February"
1962165,"monthly","Impl::Output",1032148,"2016_February","value",41483,,,"2016-02-05 17:54:24.3461","2016-02-05 17:54:24.3461",1,"February"
1962211,"monthly","Impl::Output",1032196,"2016_February","value",5700,,,"2016-02-05 17:54:24.7998","2016-02-05 17:54:24.7998",1,"February"
1962388,"monthly","Impl::Output",1032371,"2016_February","value",7793,,,"2016-02-05 17:54:26.247047","2016-02-05 17:54:26.247047",1,"February"
1962391,"monthly","Impl::Output",1032374,"2016_February","value",2467,,,"2016-02-05 17:54:26.286987","2016-02-05 17:54:26.286987",1,"February"
1962558,"monthly","Impl::Output",1032542,"2016_February","value",3337,,,"2016-02-05 17:54:27.635928","2016-02-05 17:54:27.635928",1,"February"
1962563,"monthly","Impl::Output",1032545,"2016_February","value",2910,,,"2016-02-05 17:54:27.7373","2016-02-05 17:54:27.7373",1,"February"
1962579,"monthly","Impl::Output",1032562,"2016_February","value",881,,,"2016-02-05 17:54:27.81407","2016-02-05 17:54:27.81407",1,"February"
1962600,"monthly","Impl::Output",1032583,"2016_February","value",7,,,"2016-02-05 17:54:27.986253","2016-02-05 17:54:27.986253",1,"February"
1962634,"monthly","Impl::Output",1032618,"2016_February","value",186,,,"2016-02-05 17:54:28.20887","2016-02-05 17:54:28.20887",1,"February"
1962650,"monthly","Impl::Output",1032633,"2016_February","value",2337,,,"2016-02-05 17:54:28.386181","2016-02-05 17:54:28.386181",1,"February"
1962654,"monthly","Impl::Output",1032637,"2016_February","value",159,,,"2016-02-05 17:54:28.420861","2016-02-05 17:54:28.420861",1,"February"
1962655,"monthly","Impl::Output",1032638,"2016_February","value",42,,,"2016-02-05 17:54:28.452706","2016-02-05 17:54:28.452706",1,"February"
1961222,"monthly","Impl::Output",1031206,"2016_February","value",2900,,,"2016-02-05 17:54:15.897268","2016-02-05 17:54:15.897268",1,"February"
1961294,"monthly","Impl::Output",1031277,"2016_February","value",6502,,,"2016-02-05 17:54:16.984928","2016-02-05 17:54:16.984928",1,"February"
1961299,"monthly","Impl::Output",1031282,"2016_February","value",4587,,,"2016-02-05 17:54:17.020606","2016-02-05 17:54:17.020606",1,"February"
1961445,"monthly","Impl::Output",1031427,"2016_February","value",23,,,"2016-02-05 17:54:18.515754","2016-02-05 17:54:18.515754",1,"February"
1961450,"monthly","Impl::Output",1031434,"2016_February","value",2,,,"2016-02-05 17:54:18.566531","2016-02-05 17:54:18.566531",1,"February"
1961490,"monthly","Impl::Output",1031474,"2016_February","value",685,,,"2016-02-05 17:54:18.907427","2016-02-05 17:54:18.907427",1,"February"
1961536,"monthly","Impl::Output",1031519,"2016_February","value",120,,,"2016-02-05 17:54:19.28344","2016-02-05 17:54:19.28344",1,"February"
1961637,"monthly","Impl::Output",1031620,"2016_February","value",85843,,,"2016-02-05 17:54:20.274951","2016-02-05 17:54:20.274951",1,"February"
1961690,"monthly","Impl::Output",1031672,"2016_February","value",3157,,,"2016-02-05 17:54:20.699483","2016-02-05 17:54:20.699483",1,"February"
1961702,"monthly","Impl::Output",1031685,"2016_February","value",1,,,"2016-02-05 17:54:20.765786","2016-02-05 17:54:20.765786",1,"February"
1961737,"monthly","Impl::Output",1031718,"2016_February","value",36471,,,"2016-02-05 17:54:21.02456","2016-02-05 17:54:21.02456",1,"February"
