"id","datacast_identifier","output","fingerprint","created_at","updated_at"
547,"4dd4616b899b26cd0baee3b36fe448447ae7de88add0620cd86e7779dc929717b5","[{""size"":""20345"",""iso2"":""FR""},{""size"":""4704"",""iso2"":""US""},{""size"":""2992"",""iso2"":""IT""},{""size"":""2965"",""iso2"":""SP""},{""size"":""2448"",""iso2"":""GM""},{""size"":""2326"",""iso2"":""NL""},{""size"":""1894"",""iso2"":""UK""},{""size"":""1674"",""iso2"":""BE""},{""size"":""1606"",""iso2"":""CA""},{""size"":""1423"",""iso2"":""MO""}]","95e9e4a058fa6c0d917ac96c6f597a3d","2015-11-27 21:56:19.083705","2016-03-09 07:07:32.387355"
553,"c3c1b9ef811f22f8159ab2be4c06e20a2ec427ce0ef39b4b2b80cdd9a29b311967","[{""name"":""IMAGE"",""weight"":""2168093""},{""name"":""TEXT"",""weight"":""2297464""},{""name"":""VIDEO"",""weight"":""170184""},{""name"":""SOUND"",""weight"":""96235""},{""name"":""3D"",""weight"":""346""}]","9088a71f609ddac34e4274ca1646bcc4","2015-11-27 21:56:19.155282","2016-03-04 05:42:21.683471"
10,"0f2396966c9c652c83d20cd4202c1f853af22660ee78a26b7f03ee029ce3b94fcd","[{""x"":""2012"",""y"":""178973""},{""x"":""2013"",""y"":""309876""},{""x"":""2014"",""y"":""331559""},{""x"":""2015"",""y"":""643566""},{""x"":""2016"",""y"":""59293""}]","1f187ef061eca8325235d19cb2691785","2015-11-27 21:39:35.988213","2016-03-04 06:08:34.532042"
16,"18c5d7d95df770981610525a08b730bfcf7778cacbad227e5ff12e16555ca17d50","[{""value"":""216527"",""key"":"""",""content"":"""",""title"":""Total Visits in 2015"",""diff_in_value"":""""}]","b31ad21d88f12f04a130ff4a748f574b","2015-11-27 21:39:36.100361","2016-03-04 06:08:35.246865"
556,"f06969f18839aaca40017b53b598f9bef4a0a8ca00ad27839ef4e3c81233bb6bce","[{""x"":""2012"",""y"":""516002""},{""x"":""2013"",""y"":""243016""},{""x"":""2014"",""y"":""287388""},{""x"":""2015"",""y"":""376170""},{""x"":""2016"",""y"":""24947""}]","92fa1af36b75afe69edd557b01ce7472","2015-11-27 21:56:19.189592","2016-03-04 06:08:39.848405"
5397,"5e4ec4a6d61c3d568f6ce17abb3f4012a947874718fb11e0f194766e9e15c65164","[{""size"":""210"",""iso2"":""NL""},{""size"":""3"",""iso2"":""EN""},{""size"":""2"",""iso2"":""SI""},{""size"":""2"",""iso2"":""UK""},{""size"":""2"",""iso2"":""US""},{""size"":""2"",""iso2"":""PL""},{""size"":""2"",""iso2"":""RS""}]","0f60947e26d78e6db3a9c3fc21482154","2015-12-10 21:47:56.338576","2016-03-09 10:46:47.961237"
224,"3c62308f88f969b13c3b9b6bcdbbfc50fdb9ba5054457e0cbbde6aa0778df9ccc6","[{""size"":""11161"",""iso2"":""CY""},{""size"":""5363"",""iso2"":""DA""},{""size"":""4004"",""iso2"":""SI""},{""size"":""2813"",""iso2"":""SP""},{""size"":""1761"",""iso2"":""BE""},{""size"":""1495"",""iso2"":""NL""},{""size"":""1493"",""iso2"":""IT""},{""size"":""1039"",""iso2"":""NO""},{""size"":""1033"",""iso2"":""GM""},{""size"":""1018"",""iso2"":""US""}]","9e876181d8556313268b98a890c85a9a","2015-11-27 21:43:53.044679","2016-03-09 08:12:40.344305"
561,"f47fb0a893760a2fe5a76b20bd55d21e06ba35a1adeea91f4e8f5398c0f11f717d","[{""value"":""49"",""key"":"""",""content"":"""",""title"":""Total Institutions"",""diff_in_value"":""""}]","954fc381ffab35e411230005129c4710","2015-11-27 21:56:19.349027","2016-03-04 06:08:39.902799"
15652,"4b08b931d619d7a49ad4ee98bbf6c2d6bcf15cb7423e7446159ec09f5ed9f767ba","[{""size"":""83"",""iso2"":""SP""},{""size"":""8"",""iso2"":""US""},{""size"":""2"",""iso2"":""FR""},{""size"":""2"",""iso2"":""GT""},{""size"":""2"",""iso2"":""UK""},{""size"":""1"",""iso2"":""EI""},{""size"":""1"",""iso2"":""JA""}]","e0efa7c7581e0fc76970fbf511c750d2","2016-02-27 10:47:02.049136","2016-03-09 11:27:37.021542"
15664,"f48795dd800307208171e4036ece77bb336c2b9c034455e0f3d12807ad53d31932","[{""name"":""IMAGE"",""weight"":""2327""},{""name"":""TEXT"",""weight"":""394""},{""name"":""VIDEO"",""weight"":""40""}]","94e959f7874179a49d5687ebf5575f67","2016-02-27 10:47:02.995259","2016-02-27 11:11:37.09854"
226,"0e1fe71da2a2ba9af02daf8d4d61e936e0cf27b3101f043fb5f2ec87571e2b4b66","[{""name"":""TEXT"",""weight"":""1083894""},{""name"":""VIDEO"",""weight"":""450""},{""name"":""3D"",""weight"":""236""},{""name"":""SOUND"",""weight"":""71""},{""name"":""IMAGE"",""weight"":""927082""}]","f9e06fedb2d630e0161c20b644361f95","2015-11-27 21:43:53.131995","2016-03-04 06:29:51.598652"
15661,"9d2f293aa59d18c32bb013d9d2cf2ae333dba3730a63a045dd4ee28e051d9b040b","[{""year"":""2015"",""month"":""December"",""value"":""21"",""image_url"":""http://europeanastatic.eu/api/image?uri=http%3A%2F%2Ftrencadis.diba.cat%2Fdownloads%2Fdiba%3A113580%3Fdatastream_id%3Dthumbnail\u0026size=LARGE\u0026type=IMAGE"",""title_url"":""http://www.europeana.eu/portal/record/919120/catalog_diba_113579.html"",""title"":""Vista de Sitges des de la Bassa Rodona""},{""year"":""2015"",""month"":""December"",""value"":""10"",""image_url"":""http://europeanastatic.eu/api/image?uri=http%3A%2F%2Ftrencadis.diba.cat%2Fdownloads%2Fdiba%3A113788%3Fdatastream_id%3Dthumbnail\u0026size=LARGE\u0026type=IMAGE"",""title_url"":""http://www.europeana.eu/portal/record/919120/catalog_diba_113787.html"",""title"":""Carnaval de Sitges de 1913""},{""year"":""2015"",""month"":""December"",""value"":""10"",""image_url"":""http://europeanastatic.eu/api/image?uri=http%3A%2F%2Ftrencadis.diba.cat%2Fdownloads%2Fdiba%3A113790%3Fdatastream_id%3Dthumbnail\u0026size=LARGE\u0026type=IMAGE"",""title_url"":""http://www.europeana.eu/portal/record/919120/catalog_diba_113789.html"",""title"":""Sortida d'ofici de la Festa Major de 1939""},{""year"":""2015"",""month"":""December"",""value"":""10"",""image_url"":""http://europeanastatic.eu/api/image?uri=http%3A%2F%2Ftrencadis.diba.cat%2Fdownloads%2Fdiba%3A113540%3Fdatastream_id%3Dthumbnail\u0026size=LARGE\u0026type=IMAGE"",""title_url"":""http://www.europeana.eu/portal/record/919120/catalog_diba_113539.html"",""title"":""Platja de la Fragata""},{""year"":""2015"",""month"":""December"",""value"":""10"",""image_url"":""http://europeanastatic.eu/api/image?uri=http%3A%2F%2Ftrencadis.diba.cat%2Fdownloads%2Fdiba%3A113420%3Fdatastream_id%3Dthumbnail\u0026size=LARGE\u0026type=IMAGE"",""title_url"":""http://www.europeana.eu/portal/record/919120/catalog_diba_113419.html"",""title"":""Vista de Sitges""},{""year"":""2015"",""month"":""November"",""value"":""10"",""image_url"":""http://europeanastatic.eu/api/image?uri=http%3A%2F%2Ftrencadis.diba.cat%2Fdownloads%2Fdiba%3A114824%3Fdatastream_id%3Dthumbnail\u0026size=LARGE\u0026type=IMAGE"",""title_url"":""http://www.europeana.eu/portal/record/919120/catalog_diba_114823.html"",""title"":""Can Mariano""},{""year"":""2015"",""month"":""November"",""value"":""10"",""image_url"":""http://europeanastatic.eu/api/image?uri=http%3A%2F%2Ftrencadis.diba.cat%2Fdownloads%2Fdiba%3A20996%3Fdatastream_id%3Dthumbnail\u0026size=LARGE\u0026type=TEXT"",""title_url"":""http://www.europeana.eu/portal/record/919120/catalog_diba_20995.html"",""title"":""Le Style parisien""},{""year"":""2015"",""month"":""November"",""value"":""10"",""image_url"":""http://europeanastatic.eu/api/image?uri=http%3A%2F%2Ftrencadis.diba.cat%2Fdownloads%2Fdiba%3A117432%3Fdatastream_id%3Dthumbnail\u0026size=LARGE\u0026type=IMAGE"",""title_url"":""http://www.europeana.eu/portal/record/919120/catalog_diba_117431.html"",""title"":""La Font antiga""},{""year"":""2015"",""month"":""November"",""value"":""10"",""image_url"":""http://europeanastatic.eu/api/image?uri=http%3A%2F%2Ftrencadis.diba.cat%2Fdownloads%2Fdiba%3A114852%3Fdatastream_id%3Dthumbnail\u0026size=LARGE\u0026type=IMAGE"",""title_url"":""http://www.europeana.eu/portal/record/919120/catalog_diba_114851.html"",""title"":""La Cobla Lluïsos de Taradell""},{""year"":""2015"",""month"":""November"",""value"":""10"",""image_url"":""http://europeanastatic.eu/api/image?uri=http%3A%2F%2Ftrencadis.diba.cat%2Fdownloads%2Fdiba%3A115636%3Fdatastream_id%3Dthumbnail\u0026size=LARGE\u0026type=IMAGE"",""title_url"":""http://www.europeana.eu/portal/record/919120/catalog_diba_115635.html"",""title"":""La Font Gran""},{""year"":""2016"",""month"":""February"",""value"":""5"",""image_url"":""http://europeanastatic.eu/api/image?uri=http%3A%2F%2Ftrencadis.diba.cat%2Fdownloads%2Fdiba%3A113352%3Fdatastream_id%3Dthumbnail\u0026size=LARGE\u0026type=IMAGE"",""title_url"":""http://www.europeana.eu/portal/record/919120/catalog_diba_113351.html"",""title"":""Processó de rogativa per la grip de l'any 1918. Imatge de la Verge del Vinyet""},{""year"":""2016"",""month"":""February"",""value"":""3"",""image_url"":""http://europeanastatic.eu/api/image?uri=http%3A%2F%2Ftrencadis.diba.cat%2Fdownloads%2Fdiba%3A33434%3Fdatastream_id%3Dthumbnail\u0026size=LARGE\u0026type=TEXT"",""title_url"":""http://www.europeana.eu/portal/record/919120/catalog_diba_33433.html"",""title"":""La Ilustración de la mujer""},{""year"":""2016"",""month"":""February"",""value"":""3"",""image_url"":""http://europeanastatic.eu/api/image?uri=http%3A%2F%2Ftrencadis.diba.cat%2Fdownloads%2Fdiba%3A113666%3Fdatastream_id%3Dthumbnail\u0026size=LARGE\u0026type=IMAGE"",""title_url"":""http://www.europeana.eu/portal/record/919120/catalog_diba_113665.html"",""title"":""La Piscina 'Maria Teresa'""},{""year"":""2016"",""month"":""February"",""value"":""3"",""image_url"":""http://europeanastatic.eu/api/image?uri=http%3A%2F%2Ftrencadis.diba.cat%2Fdownloads%2Fdiba%3A113222%3Fdatastream_id%3Dthumbnail\u0026size=LARGE\u0026type=IMAGE"",""title_url"":""http://www.europeana.eu/portal/record/919120/catalog_diba_113221.html"",""title"":""Gegants""},{""year"":""2016"",""month"":""February"",""value"":""2"",""image_url"":""http://europeanastatic.eu/api/image?uri=http%3A%2F%2Ftrencadis.diba.cat%2Fdownloads%2Fdiba%3A113496%3Fdatastream_id%3Dthumbnail\u0026size=LARGE\u0026type=IMAGE"",""title_url"":""http://www.europeana.eu/portal/record/919120/catalog_diba_113495.html"",""title"":""Homenatge a Santiago Rusiñol""},{""year"":""2016"",""month"":""February"",""value"":""2"",""image_url"":""http://europeanastatic.eu/api/image?uri=http%3A%2F%2Ftrencadis.diba.cat%2Fdownloads%2Fdiba%3A116108%3Fdatastream_id%3Dthumbnail\u0026size=LARGE\u0026type=IMAGE"",""title_url"":""http://www.europeana.eu/portal/record/919120/catalog_diba_116107.html"",""title"":""Festa major""},{""year"":""2016"",""month"":""February"",""value"":""2"",""image_url"":""http://europeanastatic.eu/api/image?uri=http%3A%2F%2Ftrencadis.diba.cat%2Fdownloads%2Fdiba%3A112926%3Fdatastream_id%3Dthumbnail\u0026size=LARGE\u0026type=IMAGE"",""title_url"":""http://www.europeana.eu/portal/record/919120/catalog_diba_112925.html"",""title"":""Monument a Sant Antoni Maria Claret""},{""year"":""2016"",""month"":""February"",""value"":""2"",""image_url"":""http://europeanastatic.eu/api/image?uri=http%3A%2F%2Ftrencadis.diba.cat%2Fdownloads%2Fdiba%3A113572%3Fdatastream_id%3Dthumbnail\u0026size=LARGE\u0026type=IMAGE"",""title_url"":""http://www.europeana.eu/portal/record/919120/catalog_diba_113571.html"",""title"":""Ral·li Barcelona-Sitges""},{""year"":""2016"",""month"":""February"",""value"":""2"",""image_url"":""http://europeanastatic.eu/api/image?uri=http%3A%2F%2Ftrencadis.diba.cat%2Fdownloads%2Fdiba%3A115026%3Fdatastream_id%3Dthumbnail\u0026size=LARGE\u0026type=IMAGE"",""title_url"":""http://www.europeana.eu/portal/record/919120/catalog_diba_115025.html"",""title"":""Can Ràfols""},{""year"":""2016"",""month"":""February"",""value"":""2"",""image_url"":""http://europeanastatic.eu/api/image?uri=http%3A%2F%2Ftrencadis.diba.cat%2Fdownloads%2Fdiba%3A117112%3Fdatastream_id%3Dthumbnail\u0026size=LARGE\u0026type=IMAGE"",""title_url"":""http://www.europeana.eu/portal/record/919120/catalog_diba_117111.html"",""title"":""El bar '5 hermanos'""},{""year"":""2016"",""month"":""February"",""value"":""2"",""image_url"":""http://europeanastatic.eu/api/image?uri=http%3A%2F%2Ftrencadis.diba.cat%2Fdownloads%2Fdiba%3A20996%3Fdatastream_id%3Dthumbnail\u0026size=LARGE\u0026type=TEXT"",""title_url"":""http://www.europeana.eu/portal/record/919120/catalog_diba_20995.html"",""title"":""Le Style parisien""},{""year"":""2016"",""month"":""February"",""value"":""2"",""image_url"":""http://europeanastatic.eu/api/image?uri=http%3A%2F%2Ftrencadis.diba.cat%2Fdownloads%2Fdiba%3A118829%3Fdatastream_id%3Dthumbnail\u0026size=LARGE\u0026type=TEXT"",""title_url"":""http://www.europeana.eu/portal/record/919120/catalog_diba_118828.html"",""title"":""Patria : diario independiente de avisos y noticias""},{""year"":""2016"",""month"":""February"",""value"":""2"",""image_url"":""http://europeanastatic.eu/api/image?uri=http%3A%2F%2Ftrencadis.diba.cat%2Fdownloads%2Fdiba%3A93929%3Fdatastream_id%3Dthumbnail\u0026size=LARGE\u0026type=VIDEO"",""title_url"":""http://www.europeana.eu/portal/record/919120/catalog_diba_93927.html"",""title"":""Pepita Quintana i Morató (1921)""},{""year"":""2016"",""month"":""February"",""value"":""2"",""image_url"":""http://europeanastatic.eu/api/image?uri=http%3A%2F%2Ftrencadis.diba.cat%2Fdownloads%2Fdiba%3A113442%3Fdatastream_id%3Dthumbnail\u0026size=LARGE\u0026type=IMAGE"",""title_url"":""http://www.europeana.eu/portal/record/919120/catalog_diba_113441.html"",""title"":""Processó amb la imatge de la Verge del Vinyet""},{""year"":""2016"",""month"":""February"",""value"":""2"",""image_url"":""http://europeanastatic.eu/api/image?uri=http%3A%2F%2Ftrencadis.diba.cat%2Fdownloads%2Fdiba%3A93206%3Fdatastream_id%3Dthumbnail\u0026size=LARGE\u0026type=TEXT"",""title_url"":""http://www.europeana.eu/portal/record/919120/catalog_diba_93194.html"",""title"":""El Semanario de Mataró""},{""year"":""2016"",""month"":""February"",""value"":""2"",""image_url"":""http://europeanastatic.eu/api/image?uri=http%3A%2F%2Ftrencadis.diba.cat%2Fdownloads%2Fdiba%3A117286%3Fdatastream_id%3Dthumbnail\u0026size=LARGE\u0026type=IMAGE"",""title_url"":""http://www.europeana.eu/portal/record/919120/catalog_diba_117285.html"",""title"":""Cobertura de la Ronda de Dalt""},{""year"":""2016"",""month"":""February"",""value"":""2"",""image_url"":""http://europeanastatic.eu/api/image?uri=http%3A%2F%2Ftrencadis.diba.cat%2Fdownloads%2Fdiba%3A93935%3Fdatastream_id%3Dthumbnail\u0026size=LARGE\u0026type=VIDEO"",""title_url"":""http://www.europeana.eu/portal/record/919120/catalog_diba_93933.html"",""title"":""Maria Teresa Casellas i Vilà (1923)""},{""year"":""2016"",""month"":""February"",""value"":""2"",""image_url"":""http://europeanastatic.eu/api/image?uri=http%3A%2F%2Ftrencadis.diba.cat%2Fdownloads%2Fdiba%3A20998%3Fdatastream_id%3Dthumbnail\u0026size=LARGE\u0026type=TEXT"",""title_url"":""http://www.europeana.eu/portal/record/919120/catalog_diba_20997.html"",""title"":""El Estandarte""},{""year"":""2016"",""month"":""February"",""value"":""1"",""image_url"":""http://europeanastatic.eu/api/image?uri=http%3A%2F%2Ftrencadis.diba.cat%2Fdownloads%2Fdiba%3A113316%3Fdatastream_id%3Dthumbnail\u0026size=LARGE\u0026type=IMAGE"",""title_url"":""http://www.europeana.eu/portal/record/919120/catalog_diba_113315.html"",""title"":""Orfeó Català a Sitges""},{""year"":""2016"",""month"":""February"",""value"":""1"",""image_url"":""http://europeanastatic.eu/api/image?uri=http%3A%2F%2Ftrencadis.diba.cat%2Fdownloads%2Fdiba%3A113186%3Fdatastream_id%3Dthumbnail\u0026size=LARGE\u0026type=IMAGE"",""title_url"":""http://www.europeana.eu/portal/record/919120/catalog_diba_113185.html"",""title"":""Competició a la Piscina 'Maria Teresa'""},{""year"":""2016"",""month"":""February"",""value"":""1"",""image_url"":""http://europeanastatic.eu/api/image?uri=http%3A%2F%2Ftrencadis.diba.cat%2Fdownloads%2Fdiba%3A93914%3Fdatastream_id%3Dthumbnail\u0026size=LARGE\u0026type=VIDEO"",""title_url"":""http://www.europeana.eu/portal/record/919120/catalog_diba_93912.html"",""title"":""Lluïsa Benet i Prat (1916)""},{""year"":""2016"",""month"":""February"",""value"":""1"",""image_url"":""http://europeanastatic.eu/api/image?uri=http%3A%2F%2Ftrencadis.diba.cat%2Fdownloads%2Fdiba%3A41839%3Fdatastream_id%3Dthumbnail\u0026size=LARGE\u0026type=TEXT"",""title_url"":""http://www.europeana.eu/portal/record/919120/catalog_diba_41838.html"",""title"":""Virtus et labor""},{""year"":""2016"",""month"":""February"",""value"":""1"",""image_url"":""http://europeanastatic.eu/api/image?uri=http%3A%2F%2Ftrencadis.diba.cat%2Fdownloads%2Fdiba%3A113282%3Fdatastream_id%3Dthumbnail\u0026size=LARGE\u0026type=IMAGE"",""title_url"":""http://www.europeana.eu/portal/record/919120/catalog_diba_113281.html"",""title"":""Regidors davant la porta de l'ajuntament""},{""year"":""2016"",""month"":""February"",""value"":""1"",""image_url"":""http://europeanastatic.eu/api/image?uri=http%3A%2F%2Ftrencadis.diba.cat%2Fdownloads%2Fdiba%3A117200%3Fdatastream_id%3Dthumbnail\u0026size=LARGE\u0026type=IMAGE"",""title_url"":""http://www.europeana.eu/portal/record/919120/catalog_diba_117199.html"",""title"":""La Guineueta Vella""},{""year"":""2016"",""month"":""January"",""value"":""10"",""image_url"":""http://europeanastatic.eu/api/image?uri=http%3A%2F%2Ftrencadis.diba.cat%2Fdownloads%2Fdiba%3A93940%3Fdatastream_id%3Dthumbnail\u0026size=LARGE\u0026type=VIDEO"",""title_url"":""http://www.europeana.eu/portal/record/919120/catalog_diba_93939.html"",""title"":""Ramon Prat i Tarrés (1916)""},{""year"":""2016"",""month"":""January"",""value"":""5"",""image_url"":""http://europeanastatic.eu/api/image?uri=http%3A%2F%2Ftrencadis.diba.cat%2Fdownloads%2Fdiba%3A123236%3Fdatastream_id%3Dthumbnail\u0026size=LARGE\u0026type=TEXT"",""title_url"":""http://www.europeana.eu/portal/record/919120/catalog_diba_123235.html"",""title"":""Dietari de la Biblioteca Popular de Sallent""},{""year"":""2016"",""month"":""January"",""value"":""3"",""image_url"":""http://europeanastatic.eu/api/image?uri=http%3A%2F%2Ftrencadis.diba.cat%2Fdownloads%2Fdiba%3A113060%3Fdatastream_id%3Dthumbnail\u0026size=LARGE\u0026type=IMAGE"",""title_url"":""http://www.europeana.eu/portal/record/919120/catalog_diba_113059.html"",""title"":""Impremta Viladot""},{""year"":""2016"",""month"":""January"",""value"":""3"",""image_url"":""http://europeanastatic.eu/api/image?uri=http%3A%2F%2Ftrencadis.diba.cat%2Fdownloads%2Fdiba%3A113100%3Fdatastream_id%3Dthumbnail\u0026size=LARGE\u0026type=IMAGE"",""title_url"":""http://www.europeana.eu/portal/record/919120/catalog_diba_113099.html"",""title"":""Castellers""},{""year"":""2016"",""month"":""January"",""value"":""2"",""image_url"":""http://europeanastatic.eu/api/image?uri=http%3A%2F%2Ftrencadis.diba.cat%2Fdownloads%2Fdiba%3A93159%3Fdatastream_id%3Dthumbnail\u0026size=LARGE\u0026type=TEXT"",""title_url"":""http://www.europeana.eu/portal/record/919120/catalog_diba_93155.html"",""title"":""Setmanari del Baix Llobregat""},{""year"":""2016"",""month"":""January"",""value"":""2"",""image_url"":""http://europeanastatic.eu/api/image?uri=http%3A%2F%2Ftrencadis.diba.cat%2Fdownloads%2Fdiba%3A113354%3Fdatastream_id%3Dthumbnail\u0026size=LARGE\u0026type=IMAGE"",""title_url"":""http://www.europeana.eu/portal/record/919120/catalog_diba_113353.html"",""title"":""Detall del Tren de les flors""},{""year"":""2016"",""month"":""January"",""value"":""2"",""image_url"":""http://europeanastatic.eu/api/image?uri=http%3A%2F%2Ftrencadis.diba.cat%2Fdownloads%2Fdiba%3A112866%3Fdatastream_id%3Dthumbnail\u0026size=LARGE\u0026type=IMAGE"",""title_url"":""http://www.europeana.eu/portal/record/919120/catalog_diba_112865.html"",""title"":""El Mestre Millet a Sallent""},{""year"":""2016"",""month"":""January"",""value"":""2"",""image_url"":""http://europeanastatic.eu/api/image?uri=http%3A%2F%2Ftrencadis.diba.cat%2Fdownloads%2Fdiba%3A113378%3Fdatastream_id%3Dthumbnail\u0026size=LARGE\u0026type=IMAGE"",""title_url"":""http://www.europeana.eu/portal/record/919120/catalog_diba_113377.html"",""title"":""Tramvia de Barcelona amb publicitat de Malvasia de Sitges""},{""year"":""2016"",""month"":""January"",""value"":""2"",""image_url"":""http://europeanastatic.eu/api/image?uri=http%3A%2F%2Ftrencadis.diba.cat%2Fdownloads%2Fdiba%3A117352%3Fdatastream_id%3Dthumbnail\u0026size=LARGE\u0026type=IMAGE"",""title_url"":""http://www.europeana.eu/portal/record/919120/catalog_diba_117351.html"",""title"":""Font 'màgica' Manuel de Falla""},{""year"":""2016"",""month"":""January"",""value"":""2"",""image_url"":""http://europeanastatic.eu/api/image?uri=http%3A%2F%2Ftrencadis.diba.cat%2Fdownloads%2Fdiba%3A108117%3Fdatastream_id%3Dthumbnail\u0026size=LARGE\u0026type=TEXT"",""title_url"":""http://www.europeana.eu/portal/record/919120/catalog_diba_108102.html"",""title"":""L'Estel""},{""year"":""2016"",""month"":""January"",""value"":""2"",""image_url"":""http://europeanastatic.eu/api/image?uri=http%3A%2F%2Ftrencadis.diba.cat%2Fdownloads%2Fdiba%3A40483%3Fdatastream_id%3Dthumbnail\u0026size=LARGE\u0026type=TEXT"",""title_url"":""http://www.europeana.eu/portal/record/919120/catalog_diba_40482.html"",""title"":""No importa""},{""year"":""2016"",""month"":""January"",""value"":""2"",""image_url"":""http://europeanastatic.eu/api/image?uri=http%3A%2F%2Ftrencadis.diba.cat%2Fdownloads%2Fdiba%3A114586%3Fdatastream_id%3Dthumbnail\u0026size=LARGE\u0026type=IMAGE"",""title_url"":""http://www.europeana.eu/portal/record/919120/catalog_diba_114585.html"",""title"":""El 'Colmado' Pladevall""},{""year"":""2016"",""month"":""January"",""value"":""2"",""image_url"":""http://europeanastatic.eu/api/image?uri=http%3A%2F%2Ftrencadis.diba.cat%2Fdownloads%2Fdiba%3A115744%3Fdatastream_id%3Dthumbnail\u0026size=LARGE\u0026type=TEXT"",""title_url"":""http://www.europeana.eu/portal/record/919120/catalog_diba_115743.html"",""title"":""Recolecta : monografies, memòries, discursos, efemèrides d'Arenys de Mar""},{""year"":""2016"",""month"":""January"",""value"":""2"",""image_url"":""http://europeanastatic.eu/api/image?uri=http%3A%2F%2Ftrencadis.diba.cat%2Fdownloads%2Fdiba%3A113528%3Fdatastream_id%3Dthumbnail\u0026size=LARGE\u0026type=IMAGE"",""title_url"":""http://www.europeana.eu/portal/record/919120/catalog_diba_113527.html"",""title"":""Ramon Cases i altres personatges en automòbil""},{""year"":""2016"",""month"":""January"",""value"":""2"",""image_url"":""http://europeanastatic.eu/api/image?uri=http%3A%2F%2Ftrencadis.diba.cat%2Fdownloads%2Fdiba%3A112934%3Fdatastream_id%3Dthumbnail\u0026size=LARGE\u0026type=IMAGE"",""title_url"":""http://www.europeana.eu/portal/record/919120/catalog_diba_112933.html"",""title"":""Farmàcia Civil""},{""year"":""2016"",""month"":""January"",""value"":""2"",""image_url"":""http://europeanastatic.eu/api/image?uri=http%3A%2F%2Ftrencadis.diba.cat%2Fdownloads%2Fdiba%3A112814%3Fdatastream_id%3Dthumbnail\u0026size=LARGE\u0026type=IMAGE"",""title_url"":""http://www.europeana.eu/portal/record/919120/catalog_diba_112813.html"",""title"":""Piscina vella""},{""year"":""2016"",""month"":""January"",""value"":""2"",""image_url"":""http://europeanastatic.eu/api/image?uri=http%3A%2F%2Ftrencadis.diba.cat%2Fdownloads%2Fdiba%3A112874%3Fdatastream_id%3Dthumbnail\u0026size=LARGE\u0026type=IMAGE"",""title_url"":""http://www.europeana.eu/portal/record/919120/catalog_diba_112873.html"",""title"":""Visita de la germana d'Alfons XII""},{""year"":""2016"",""month"":""January"",""value"":""2"",""image_url"":""http://europeanastatic.eu/api/image?uri=http%3A%2F%2Ftrencadis.diba.cat%2Fdownloads%2Fdiba%3A124296%3Fdatastream_id%3Dthumbnail\u0026size=LARGE\u0026type=TEXT"",""title_url"":""http://www.europeana.eu/portal/record/919120/catalog_diba_124295.html"",""title"":""Dietari de la Biblioteca Popular de Vilafranca del Penedès""},{""year"":""2016"",""month"":""January"",""value"":""2"",""image_url"":""http://europeanastatic.eu/api/image?uri=http%3A%2F%2Ftrencadis.diba.cat%2Fdownloads%2Fdiba%3A112786%3Fdatastream_id%3Dthumbnail\u0026size=LARGE\u0026type=IMAGE"",""title_url"":""http://www.europeana.eu/portal/record/919120/catalog_diba_112785.html"",""title"":""Berenant darrera la biblioteca""},{""year"":""2016"",""month"":""January"",""value"":""2"",""image_url"":""http://europeanastatic.eu/api/image?uri=http%3A%2F%2Ftrencadis.diba.cat%2Fdownloads%2Fdiba%3A2785%3Fdatastream_id%3Dthumbnail\u0026size=LARGE\u0026type=TEXT"",""title_url"":""http://www.europeana.eu/portal/record/919120/catalog_diba_2784.html"",""title"":""Sallent""},{""year"":""2016"",""month"":""January"",""value"":""2"",""image_url"":""http://europeanastatic.eu/api/image?uri=http%3A%2F%2Ftrencadis.diba.cat%2Fdownloads%2Fdiba%3A117180%3Fdatastream_id%3Dthumbnail\u0026size=LARGE\u0026type=IMAGE"",""title_url"":""http://www.europeana.eu/portal/record/919120/catalog_diba_117179.html"",""title"":""Associació de Veïns de Canyelles""},{""year"":""2016"",""month"":""January"",""value"":""2"",""image_url"":""http://europeanastatic.eu/api/image?uri=http%3A%2F%2Ftrencadis.diba.cat%2Fdownloads%2Fdiba%3A13562%3Fdatastream_id%3Dthumbnail\u0026size=LARGE\u0026type=TEXT"",""title_url"":""http://www.europeana.eu/portal/record/919120/catalog_diba_13561.html"",""title"":""Fraternidad Republicana""},{""year"":""2016"",""month"":""January"",""value"":""2"",""image_url"":""http://europeanastatic.eu/api/image?uri=http%3A%2F%2Ftrencadis.diba.cat%2Fdownloads%2Fdiba%3A113602%3Fdatastream_id%3Dthumbnail\u0026size=LARGE\u0026type=IMAGE"",""title_url"":""http://www.europeana.eu/portal/record/919120/catalog_diba_113601.html"",""title"":""Construcció del monument a Gaietà Benaprès""},{""year"":""2016"",""month"":""January"",""value"":""2"",""image_url"":""http://europeanastatic.eu/api/image?uri=http%3A%2F%2Ftrencadis.diba.cat%2Fdownloads%2Fdiba%3A106157%3Fdatastream_id%3Dthumbnail\u0026size=LARGE\u0026type=VIDEO"",""title_url"":""http://www.europeana.eu/portal/record/919120/catalog_diba_106155.html"",""title"":""\""39\""""}]","5922c290d8b627844a53022c35e704cb","2016-02-27 10:47:02.558526","2016-03-09 11:21:33.484665"
