"id","core_project_id","core_db_connection_id","name","identifier","properties","created_by","updated_by","created_at","updated_at","params_object","column_properties","last_run_at","last_data_changed_at","count_of_queries","average_execution_time","size","slug","table_name"
5425,1,1,"DATA PROVIDER DANS-KNAW - Line Chart","6bdd9bb1c8fcb20bb6d223c3e640ae8d18147ca154fed5dbd4352f05dcef505a6c","""error""=>"""", ""query""=>""Select name, x,y from (Select split_part(ta.aggregation_level_value,'_',1) as year,split_part(ta.aggregation_level_value,'_',1) as name,aggregation_value_to_display as x,sum(ta.value) as y  from core_time_aggregations ta join (Select o.id as output_id from impl_outputs o where impl_parent_id = 630  and genre='pageviews') as b  on parent_type='Impl::Output' and parent_id = output_id group by ta.aggregation_level_value,aggregation_value_to_display order by split_part(ta.aggregation_level_value,'_',1),to_date(aggregation_value_to_display,'Month')) as final_output where (year::integer < 2016 or x <> 'March') and year::integer > 2012;"", ""format""=>""json"", ""method""=>""get"", ""number_of_rows""=>""38"", ""number_of_columns""=>""3"", ""refresh_frequency""=>""0""",,,"2015-12-10 21:47:56.550493","2016-03-16 12:51:39.684668","{}","{""name"":{""data_type"":""integer"",""d_or_m"":""m"",""data_distribution"":{""string"":0,""boolean"":0,""float"":0,""integer"":38,""date"":0,""blank"":0}},""x"":{""data_type"":""string"",""d_or_m"":""d"",""data_distribution"":{""string"":38,""boolean"":0,""float"":0,""integer"":0,""date"":0,""blank"":0}},""y"":{""data_type"":""integer"",""d_or_m"":""m"",""data_distribution"":{""string"":0,""boolean"":0,""float"":0,""integer"":38,""date"":0,""blank"":0}}}","2016-03-16 12:51:39.682581","2016-03-16 12:51:39.667542",5,0.822325693333333,1440,"dans-knaw-line-chart",""
15653,1,1,"DATA PROVIDER Diputació de Barcelona - Top Countries","4b08b931d619d7a49ad4ee98bbf6c2d6bcf15cb7423e7446159ec09f5ed9f767ba","""error""=>"""", ""query""=>""Select sum(ta.value) as size, b.code as iso2 from core_time_aggregations as ta, (Select o.id as output_id, value, code from impl_outputs o,ref_country_codes as code where o.impl_parent_id = 145 and o.genre='top_countries' and o.value = code.country) as b where ta.parent_id = b.output_id and split_part(ta.aggregation_level_value,'_',1)='2016' group by b.code order by size desc limit 10"", ""format""=>""json"", ""method""=>""get"", ""number_of_rows""=>""7"", ""number_of_columns""=>""2"", ""refresh_frequency""=>""0""",,,"2016-02-27 10:47:01.987941","2016-03-09 11:27:37.035713","{}","{""size"":{""data_type"":""integer"",""d_or_m"":""m"",""data_distribution"":{""string"":0,""boolean"":0,""float"":0,""integer"":7,""date"":0,""blank"":0}},""iso2"":{""data_type"":""string"",""d_or_m"":""d"",""data_distribution"":{""string"":7,""boolean"":0,""float"":0,""integer"":0,""date"":0,""blank"":0}}}","2016-03-09 11:27:37.033618","2016-03-09 11:27:37.020875",5,1.07167846791667,177,"data-provider-diputacio-de-barcelona-top-countries",""
553,1,1,"COUNTRY france - Media Type Donut Chart","c3c1b9ef811f22f8159ab2be4c06e20a2ec427ce0ef39b4b2b80cdd9a29b311967","""error""=>"""", ""query""=>""Select name, value as weight from core_time_aggregations INNER JOIN (Select id as impl_output_id, value as name from impl_outputs where impl_parent_id = 200 and genre = 'top_media_types') as io on parent_id = impl_output_id and parent_type = 'Impl::Output' where aggregation_level_value = '2016_March'"", ""format""=>""json"", ""method""=>""get"", ""number_of_rows""=>""5"", ""number_of_columns""=>""2"", ""refresh_frequency""=>""0""",,,"2015-11-27 21:56:19.154476","2016-03-09 07:07:28.095901","{}","{""name"":{""data_type"":""string"",""d_or_m"":""d"",""data_distribution"":{""string"":5,""boolean"":0,""float"":0,""integer"":0,""date"":0,""blank"":0}},""weight"":{""data_type"":""integer"",""d_or_m"":""m"",""data_distribution"":{""string"":0,""boolean"":0,""float"":0,""integer"":5,""date"":0,""blank"":0}}}","2016-03-09 07:07:28.0907","2016-03-04 05:42:21.68284",6,16.7965795818333,170,"france-media-type-donut-chart",""
15661,1,1,"DATA PROVIDER Diputació de Barcelona - Top Digital Objects","9d2f293aa59d18c32bb013d9d2cf2ae333dba3730a63a045dd4ee28e051d9b040b","""error""=>"""", ""query""=>""Select year,month, value,image_url,title_url,title  from (Select split_part(ta.aggregation_level_value,'_',1) as year, split_part(ta.aggregation_level_value, '_',2) as month, sum(ta.value) as value,ta.aggregation_index, output_properties -> 'image_url' as image_url, output_properties -> 'title_url' as title_url, output_value as title, ROW_NUMBER() OVER (PARTITION BY  split_part(ta.aggregation_level_value,'_',1), split_part(ta.aggregation_level_value, '_',2) order by split_part(ta.aggregation_level_value,'_',1), split_part(ta.aggregation_level_value, '_',2), sum(value) desc) AS row  from core_time_aggregations ta, (Select o.id as output_id, o.key as output_key, o.value as output_value, o.properties as output_properties from impl_outputs o where o.impl_parent_id = 145 and genre='top_digital_objects') as b where ta.parent_id = b.output_id group by split_part(ta.aggregation_level_value,'_',1), split_part(ta.aggregation_level_value, '_',2), ta.aggregation_value_to_display, ta.metric,ta.aggregation_index, output_properties -> 'image_url', output_properties -> 'title_url', output_value order by split_part(ta.aggregation_level_value,'_',1), split_part(ta.aggregation_level_value, '_',2), value desc) as final_output where row < 25 and year::integer in (2014,2015,2016);"", ""format""=>""json"", ""method""=>""get"", ""number_of_rows""=>""58"", ""number_of_columns""=>""6"", ""refresh_frequency""=>""0""",,,"2016-02-27 10:47:02.526154","2016-03-09 11:21:33.501179","{}","{""year"":{""data_type"":""integer"",""d_or_m"":""m"",""data_distribution"":{""string"":0,""boolean"":0,""float"":0,""integer"":58,""date"":0,""blank"":0}},""month"":{""data_type"":""string"",""d_or_m"":""d"",""data_distribution"":{""string"":58,""boolean"":0,""float"":0,""integer"":0,""date"":0,""blank"":0}},""value"":{""data_type"":""integer"",""d_or_m"":""m"",""data_distribution"":{""string"":0,""boolean"":0,""float"":0,""integer"":58,""date"":0,""blank"":0}},""image_url"":{""data_type"":""string"",""d_or_m"":""d"",""data_distribution"":{""string"":58,""boolean"":0,""float"":0,""integer"":0,""date"":0,""blank"":0}},""title_url"":{""data_type"":""string"",""d_or_m"":""d"",""data_distribution"":{""string"":58,""boolean"":0,""float"":0,""integer"":0,""date"":0,""blank"":0}},""title"":{""data_type"":""string"",""d_or_m"":""d"",""data_distribution"":{""string"":58,""boolean"":0,""float"":0,""integer"":0,""date"":0,""blank"":0}}}","2016-03-09 11:21:33.49874","2016-03-09 11:21:33.480722",5,1.87916857291667,19857,"data-provider-diputacio-de-barcelona-top-digital-objects",""
547,1,1,"COUNTRY france - Top Countries","4dd4616b899b26cd0baee3b36fe448447ae7de88add0620cd86e7779dc929717b5","""error""=>"""", ""query""=>""Select sum(ta.value) as size, b.code as iso2 from core_time_aggregations as ta, (Select o.id as output_id, value, code from impl_outputs o,ref_country_codes as code where o.impl_parent_id = 200 and o.genre='top_countries' and o.value = code.country) as b where ta.parent_id = b.output_id and split_part(ta.aggregation_level_value,'_',1)='2016' group by b.code order by size desc limit 10"", ""format""=>""json"", ""method""=>""get"", ""number_of_rows""=>""10"", ""number_of_columns""=>""2"", ""refresh_frequency""=>""0""",,,"2015-11-27 21:56:19.082418","2016-03-09 07:07:32.434251","{}","{""size"":{""data_type"":""integer"",""d_or_m"":""m"",""data_distribution"":{""string"":0,""boolean"":0,""float"":0,""integer"":10,""date"":0,""blank"":0}},""iso2"":{""data_type"":""string"",""d_or_m"":""d"",""data_distribution"":{""string"":10,""boolean"":0,""float"":0,""integer"":0,""date"":0,""blank"":0}}}","2016-03-09 07:07:32.433085","2016-03-09 07:07:32.386718",63,2.15653789822881,282,"france-top-countries",""
556,1,1,"COUNTRY france - Item View","f06969f18839aaca40017b53b598f9bef4a0a8ca00ad27839ef4e3c81233bb6bce","""error""=>"""", ""query""=>""Select split_part(ta.aggregation_level_value,'_',1) as x,sum(ta.value) as y  from core_time_aggregations ta join (Select o.id as output_id from impl_outputs o where impl_parent_id = 200  and genre='item_views') as b  on parent_type='Impl::Output' and parent_id = output_id group by split_part(ta.aggregation_level_value,'_',1) order by split_part(ta.aggregation_level_value,'_',1)"", ""format""=>""json"", ""method""=>""get"", ""number_of_rows""=>""5"", ""number_of_columns""=>""2"", ""refresh_frequency""=>""0""",,,"2015-11-27 21:56:19.188741","2016-03-04 06:08:39.857949","{}","{""x"":{""data_type"":""integer"",""d_or_m"":""m"",""data_distribution"":{""string"":0,""boolean"":0,""float"":0,""integer"":5,""date"":0,""blank"":0}},""y"":{""data_type"":""integer"",""d_or_m"":""m"",""data_distribution"":{""string"":0,""boolean"":0,""float"":0,""integer"":5,""date"":0,""blank"":0}}}","2016-03-04 06:08:39.856067","2016-03-04 06:08:39.846967",59,0.145550427256264,130,"france-item-view",""
226,1,1,"PROVIDER LoCloud - Media Type Donut Chart","0e1fe71da2a2ba9af02daf8d4d61e936e0cf27b3101f043fb5f2ec87571e2b4b66","""error""=>"""", ""query""=>""Select name, value as weight from core_time_aggregations INNER JOIN (Select id as impl_output_id, value as name from impl_outputs where impl_parent_id = 115 and genre = 'top_media_types') as io on parent_id = impl_output_id and parent_type = 'Impl::Output' where aggregation_level_value = '2016_March'"", ""format""=>""json"", ""method""=>""get"", ""number_of_rows""=>""5"", ""number_of_columns""=>""2"", ""refresh_frequency""=>""0""",,,"2015-11-27 21:43:53.130809","2016-03-09 08:12:37.664159","{}","{""name"":{""data_type"":""string"",""d_or_m"":""d"",""data_distribution"":{""string"":5,""boolean"":0,""float"":0,""integer"":0,""date"":0,""blank"":0}},""weight"":{""data_type"":""integer"",""d_or_m"":""m"",""data_distribution"":{""string"":0,""boolean"":0,""float"":0,""integer"":5,""date"":0,""blank"":0}}}","2016-03-09 08:12:37.661716","2016-03-04 06:29:51.59663",51,0.485044957558975,163,"locloud-media-type-donut-chart",""
558,1,1,"COUNTRY france - Search Terms","4346a8385b21a9beab64d73cb462b580f3a53b0738091815e8c91677239afdd9d5","""error""=>"""", ""query""=>""Select sum(ta.value) as value,output_value from core_time_aggregations ta, (Select o.id as output_id, o.value as output_value from impl_outputs o where o.impl_parent_id in (250,244,219,205,203,202,229,224,223,210,231,237,222,238,236,221,245,240,226,227,243,248,209,215,241,239,217,249,213,247,225,208,235,201,252,211,233,206,220,207) and genre='top_searchKeywords') as b where ta.parent_id = b.output_id and split_part(ta.aggregation_level_value,'_',1)='2015' group by output_value order by value desc limit 10"", ""format""=>""json"", ""method""=>""get"", ""number_of_rows""=>""0"", ""number_of_columns""=>""2"", ""refresh_frequency""=>""0""",,,"2015-11-27 21:56:19.255964","2016-03-04 06:08:39.439393","{}","{}","2016-03-04 06:08:39.437577","2016-03-04 06:08:39.429279",58,0.439837085123088,2,"france-search-terms",""
15782,1,1,"Europeana - Countries Count","ededbb3b384bc670ad64aae9730295f799ca0d68debc4c79a7f5325a31f184cb92","""error""=>"""", ""query""=>""Select cta.value, '' as key, '' as content, 'Total Countries' as title, '' as diff_in_value,io.genre  from impl_outputs io INNER JOIN  core_time_aggregations cta on parent_id = io.id and parent_type = 'Impl::Output' and io.impl_parent_id = 1 and genre = 'top_country_counts' and split_part(aggregation_level_value,'_',1) = '2016' and split_part(aggregation_level_value,'_',2) = 'March'"", ""format""=>""json"", ""method""=>""get"", ""number_of_rows""=>""1"", ""number_of_columns""=>""6"", ""refresh_frequency""=>""0""",,,"2016-03-04 05:06:56.951371","2016-03-08 05:36:36.3122","{}","{""value"":{""data_type"":""integer"",""d_or_m"":""m"",""data_distribution"":{""string"":0,""boolean"":0,""float"":0,""integer"":1,""date"":0,""blank"":0}},""key"":{""data_type"":""string"",""d_or_m"":""d"",""data_distribution"":{""string"":0,""boolean"":0,""float"":0,""integer"":0,""date"":0,""blank"":1}},""content"":{""data_type"":""string"",""d_or_m"":""d"",""data_distribution"":{""string"":0,""boolean"":0,""float"":0,""integer"":0,""date"":0,""blank"":1}},""title"":{""data_type"":""string"",""d_or_m"":""d"",""data_distribution"":{""string"":1,""boolean"":0,""float"":0,""integer"":0,""date"":0,""blank"":0}},""diff_in_value"":{""data_type"":""string"",""d_or_m"":""d"",""data_distribution"":{""string"":0,""boolean"":0,""float"":0,""integer"":0,""date"":0,""blank"":1}},""genre"":{""data_type"":""string"",""d_or_m"":""d"",""data_distribution"":{""string"":1,""boolean"":0,""float"":0,""integer"":0,""date"":0,""blank"":0}}}","2016-03-08 05:36:36.306719","2016-03-08 05:36:36.291095",2,0.034112381,112,"europeana-countries-count-e1916e05-a735-4060-90ab-e70ba9c19b44",""
15783,1,1,"Europeana - Providers Count","f63b6137fa84e1cb35451b42818377f0a483d0d7f976bc9eb06f2c99a10c1636d0","""error""=>"""", ""query""=>""Select cta.value, '' as key, '' as content, 'Total Providers' as title, '' as diff_in_value,io.genre  from impl_outputs io INNER JOIN  core_time_aggregations cta on parent_id = io.id and parent_type = 'Impl::Output' and io.impl_parent_id = 1 and genre = 'top_provider_counts' and split_part(aggregation_level_value,'_',1) = '2016' and split_part(aggregation_level_value,'_',2) = 'March'"", ""format""=>""json"", ""method""=>""get"", ""number_of_rows""=>""1"", ""number_of_columns""=>""6"", ""refresh_frequency""=>""0""",,,"2016-03-04 05:06:56.977069","2016-03-08 05:36:36.321025","{}","{""value"":{""data_type"":""integer"",""d_or_m"":""m"",""data_distribution"":{""string"":0,""boolean"":0,""float"":0,""integer"":1,""date"":0,""blank"":0}},""key"":{""data_type"":""string"",""d_or_m"":""d"",""data_distribution"":{""string"":0,""boolean"":0,""float"":0,""integer"":0,""date"":0,""blank"":1}},""content"":{""data_type"":""string"",""d_or_m"":""d"",""data_distribution"":{""string"":0,""boolean"":0,""float"":0,""integer"":0,""date"":0,""blank"":1}},""title"":{""data_type"":""string"",""d_or_m"":""d"",""data_distribution"":{""string"":1,""boolean"":0,""float"":0,""integer"":0,""date"":0,""blank"":0}},""diff_in_value"":{""data_type"":""string"",""d_or_m"":""d"",""data_distribution"":{""string"":0,""boolean"":0,""float"":0,""integer"":0,""date"":0,""blank"":1}},""genre"":{""data_type"":""string"",""d_or_m"":""d"",""data_distribution"":{""string"":1,""boolean"":0,""float"":0,""integer"":0,""date"":0,""blank"":0}}}","2016-03-08 05:36:36.31539","2016-03-08 05:36:36.295069",2,0.019708614,114,"europeana-providers-count-b2f19d2f-65d1-4c6a-b046-4c50896b0b39",""
15787,1,1,"Europeana - Top Countries","de7f1a413b8e1a26ca60bc62e2ee28f47aa92fde7915b89103910081a50468f71e","""error""=>"""", ""query""=>""Select sum(ta.value) as size, b.code as iso2 from core_time_aggregations as ta, (Select o.id as output_id, value, code from impl_outputs o,ref_country_codes as code where o.impl_parent_id = 1 and o.genre='top_countries' and o.value = code.country) as b where ta.parent_id = b.output_id and split_part(ta.aggregation_level_value,'_',1)='2016' group by b.code order by size desc limit 10"", ""format""=>""json"", ""method""=>""get"", ""number_of_rows""=>""10"", ""number_of_columns""=>""2"", ""refresh_frequency""=>""0""",,,"2016-03-04 05:06:57.07592","2016-03-08 05:36:41.684889","{}","{""size"":{""data_type"":""integer"",""d_or_m"":""m"",""data_distribution"":{""string"":0,""boolean"":0,""float"":0,""integer"":10,""date"":0,""blank"":0}},""iso2"":{""data_type"":""string"",""d_or_m"":""d"",""data_distribution"":{""string"":10,""boolean"":0,""float"":0,""integer"":0,""date"":0,""blank"":0}}}","2016-03-08 05:36:41.682223","2016-03-08 05:36:41.6391",2,8.89772312,299,"europeana-top-countries-ccfb36de-46b7-4fe8-95ca-c962ce006d6b",""
10,1,1,"COUNTRY spain - Item View","0f2396966c9c652c83d20cd4202c1f853af22660ee78a26b7f03ee029ce3b94fcd","""error""=>"""", ""query""=>""Select split_part(ta.aggregation_level_value,'_',1) as x,sum(ta.value) as y  from core_time_aggregations ta join (Select o.id as output_id from impl_outputs o where impl_parent_id = 2  and genre='item_views') as b  on parent_type='Impl::Output' and parent_id = output_id group by split_part(ta.aggregation_level_value,'_',1) order by split_part(ta.aggregation_level_value,'_',1)"", ""format""=>""json"", ""method""=>""get"", ""number_of_rows""=>""5"", ""number_of_columns""=>""2"", ""refresh_frequency""=>""0""",,,"2015-11-27 21:39:35.986354","2016-03-04 06:08:34.541016","{}","{""x"":{""data_type"":""integer"",""d_or_m"":""m"",""data_distribution"":{""string"":0,""boolean"":0,""float"":0,""integer"":5,""date"":0,""blank"":0}},""y"":{""data_type"":""integer"",""d_or_m"":""m"",""data_distribution"":{""string"":0,""boolean"":0,""float"":0,""integer"":5,""date"":0,""blank"":0}}}","2016-03-04 06:08:34.539168","2016-03-04 06:08:34.531141",154,0.0896459526859964,130,"spain-item-view",""
550,1,1,"COUNTRY france - Top Digital Objects","5370762d83109fa699f63883d7cb9d11430a2ce25ae3d226482081f9342b3a1d9f","""error""=>"""", ""query""=>""Select year,month, value,image_url,title_url,title  from (Select split_part(ta.aggregation_level_value,'_',1) as year, split_part(ta.aggregation_level_value, '_',2) as month, sum(ta.value) as value,ta.aggregation_index, output_properties -> 'image_url' as image_url, output_properties -> 'title_url' as title_url, output_value as title, ROW_NUMBER() OVER (PARTITION BY  split_part(ta.aggregation_level_value,'_',1), split_part(ta.aggregation_level_value, '_',2) order by split_part(ta.aggregation_level_value,'_',1), split_part(ta.aggregation_level_value, '_',2), sum(value) desc) AS row  from core_time_aggregations ta, (Select o.id as output_id, o.key as output_key, o.value as output_value, o.properties as output_properties from impl_outputs o where o.impl_parent_id = 200 and genre='top_digital_objects') as b where ta.parent_id = b.output_id group by split_part(ta.aggregation_level_value,'_',1), split_part(ta.aggregation_level_value, '_',2), ta.aggregation_value_to_display, ta.metric,ta.aggregation_index, output_properties -> 'image_url', output_properties -> 'title_url', output_value order by split_part(ta.aggregation_level_value,'_',1), split_part(ta.aggregation_level_value, '_',2), value desc) as final_output where row < 25 and year::integer in (2014,2015,2016);"", ""format""=>""json"", ""method""=>""get"", ""number_of_rows""=>""582"", ""number_of_columns""=>""6"", ""refresh_frequency""=>""0""",,,"2015-11-27 21:56:19.121288","2016-03-09 07:07:28.34628","{}","{""year"":{""data_type"":""integer"",""d_or_m"":""m"",""data_distribution"":{""string"":0,""boolean"":0,""float"":0,""integer"":582,""date"":0,""blank"":0}},""month"":{""data_type"":""string"",""d_or_m"":""d"",""data_distribution"":{""string"":582,""boolean"":0,""float"":0,""integer"":0,""date"":0,""blank"":0}},""value"":{""data_type"":""integer"",""d_or_m"":""m"",""data_distribution"":{""string"":0,""boolean"":0,""float"":0,""integer"":582,""date"":0,""blank"":0}},""image_url"":{""data_type"":""string"",""d_or_m"":""d"",""data_distribution"":{""string"":582,""boolean"":0,""float"":0,""integer"":0,""date"":0,""blank"":0}},""title_url"":{""data_type"":""string"",""d_or_m"":""d"",""data_distribution"":{""string"":582,""boolean"":0,""float"":0,""integer"":0,""date"":0,""blank"":0}},""title"":{""data_type"":""string"",""d_or_m"":""d"",""data_distribution"":{""string"":582,""boolean"":0,""float"":0,""integer"":0,""date"":0,""blank"":0}}}","2016-03-09 07:07:28.34467","2016-03-09 07:07:28.302575",62,1.52005347847783,234635,"france-top-digital-objects",""
14,1,1,"COUNTRY spain - Search Terms","a59199bdcfad527f2eed63d0547d882f55cb760566e1d6f504bc8536c2af7cfff5","""error""=>"""", ""query""=>""Select sum(ta.value) as value,output_value from core_time_aggregations ta, (Select o.id as output_id, o.value as output_value from impl_outputs o where o.impl_parent_id in (195,61,42,62,35,21,56,10,16,46,49,4,25,47,15,45,14,53,17,24,13,164,5,6,58,52,39,57,43,30,59,8,26,11,37,44,34,31,51,7,32,167,12,54,117,65,95,84,120,70,55,88,86,124,116,122,66,72,77,69,63,82,112,96,83,74,79,75,100,93,99,85,110,98,64,87,106,182,190,128,153,71,160,146,187,143,139,157,141,183,151,165,175,125,178,155,73,50,28,148,197,78,119,114,163,192,20,27,133,40,19,102,67,81,76,41,9,18,130,127,80,135,68,170,173,38,199,90,180,137,48,36,89,94,185,33,22,29,23,105,60,111,108,104,145,92) and genre='top_searchKeywords') as b where ta.parent_id = b.output_id and split_part(ta.aggregation_level_value,'_',1)='2015' group by output_value order by value desc limit 10"", ""format""=>""json"", ""method""=>""get"", ""number_of_rows""=>""0"", ""number_of_columns""=>""2"", ""refresh_frequency""=>""0""",,,"2015-11-27 21:39:36.067261","2016-03-04 06:08:35.592054","{}","{}","2016-03-04 06:08:35.590129","2016-03-04 06:08:35.577156",148,0.122438682744443,2,"spain-search-terms",""
557,1,1,"COUNTRY france - Reusables","94fecc0653bd77289ef8bfa9497c4fa64a5a42349fc3911cca799119fb329e745c","""error""=>"""", ""query""=>""Select name, value as weight from core_time_aggregations INNER JOIN (Select id as impl_output_id, value as name from impl_outputs where impl_parent_id = 200 and genre = 'top_reusables') as io on parent_id = impl_output_id and parent_type = 'Impl::Output' where aggregation_level_value = '2016_March'"", ""format""=>""json"", ""method""=>""get"", ""number_of_rows""=>""3"", ""number_of_columns""=>""2"", ""refresh_frequency""=>""0""",,,"2015-11-27 21:56:19.22132","2016-03-09 07:07:28.103054","{}","{""name"":{""data_type"":""string"",""d_or_m"":""d"",""data_distribution"":{""string"":3,""boolean"":0,""float"":0,""integer"":0,""date"":0,""blank"":0}},""weight"":{""data_type"":""integer"",""d_or_m"":""m"",""data_distribution"":{""string"":0,""boolean"":0,""float"":0,""integer"":3,""date"":0,""blank"":0}}}","2016-03-09 07:07:28.094512","2016-03-04 05:42:21.723217",6,16.8282004886667,117,"france-reusables",""
16,1,1,"COUNTRY spain - Visits","18c5d7d95df770981610525a08b730bfcf7778cacbad227e5ff12e16555ca17d50","""error""=>"""", ""query""=>""Select sum(value) as value, '' as key, '' as content, 'Total Visits in 2015' as title, '' as diff_in_value from core_time_aggregations where parent_id in (Select io.id as output_id from impl_outputs io join impl_aggregations ia on impl_parent_id=ia.id and ia.id in (195,61,42,62,35,21,56,10,16,46,49,4,25,47,15,45,14,53,17,24,13,164,5,6,58,52,39,57,43,30,59,8,26,11,37,44,34,31,51,7,32,167,12,54,117,65,95,84,120,70,55,88,86,124,116,122,66,72,77,69,63,82,112,96,83,74,79,75,100,93,99,85,110,98,64,87,106,182,190,128,153,71,160,146,187,143,139,157,141,183,151,165,175,125,178,155,73,50,28,148,197,78,119,114,163,192,20,27,133,40,19,102,67,81,76,41,9,18,130,127,80,135,68,170,173,38,199,90,180,137,48,36,89,94,185,33,22,29,23,105,60,111,108,104,145,92) and io.genre='visits') and split_part(aggregation_level_value,'_',1)='2015'"", ""format""=>""json"", ""method""=>""get"", ""number_of_rows""=>""1"", ""number_of_columns""=>""5"", ""refresh_frequency""=>""0""",,,"2015-11-27 21:39:36.099481","2016-03-04 06:08:35.300706","{}","{""value"":{""data_type"":""integer"",""d_or_m"":""m"",""data_distribution"":{""string"":0,""boolean"":0,""float"":0,""integer"":1,""date"":0,""blank"":0}},""key"":{""data_type"":""string"",""d_or_m"":""d"",""data_distribution"":{""string"":0,""boolean"":0,""float"":0,""integer"":0,""date"":0,""blank"":1}},""content"":{""data_type"":""string"",""d_or_m"":""d"",""data_distribution"":{""string"":0,""boolean"":0,""float"":0,""integer"":0,""date"":0,""blank"":1}},""title"":{""data_type"":""string"",""d_or_m"":""d"",""data_distribution"":{""string"":1,""boolean"":0,""float"":0,""integer"":0,""date"":0,""blank"":0}},""diff_in_value"":{""data_type"":""string"",""d_or_m"":""d"",""data_distribution"":{""string"":0,""boolean"":0,""float"":0,""integer"":0,""date"":0,""blank"":1}}}","2016-03-04 06:08:35.298559","2016-03-04 06:08:35.243041",153,0.0644155493947358,92,"spain-visits",""
559,1,1,"COUNTRY france - Visits","8a64f0c9aa5c883b885ec890e837abf5f4bd7021c99948ea7f17fe986b47c693ca","""error""=>"""", ""query""=>""Select sum(value) as value, '' as key, '' as content, 'Total Visits in 2015' as title, '' as diff_in_value from core_time_aggregations where parent_id in (Select io.id as output_id from impl_outputs io join impl_aggregations ia on impl_parent_id=ia.id and ia.id in (250,244,219,205,203,202,229,224,223,210,231,237,222,238,236,221,245,240,226,227,243,248,209,215,241,239,217,249,213,247,225,208,235,201,252,211,233,206,220,207) and io.genre='visits') and split_part(aggregation_level_value,'_',1)='2015'"", ""format""=>""json"", ""method""=>""get"", ""number_of_rows""=>""1"", ""number_of_columns""=>""5"", ""refresh_frequency""=>""0""",,,"2015-11-27 21:56:19.281028","2016-03-04 06:08:39.994956","{}","{""value"":{""data_type"":""integer"",""d_or_m"":""m"",""data_distribution"":{""string"":0,""boolean"":0,""float"":0,""integer"":1,""date"":0,""blank"":0}},""key"":{""data_type"":""string"",""d_or_m"":""d"",""data_distribution"":{""string"":0,""boolean"":0,""float"":0,""integer"":0,""date"":0,""blank"":1}},""content"":{""data_type"":""string"",""d_or_m"":""d"",""data_distribution"":{""string"":0,""boolean"":0,""float"":0,""integer"":0,""date"":0,""blank"":1}},""title"":{""data_type"":""string"",""d_or_m"":""d"",""data_distribution"":{""string"":1,""boolean"":0,""float"":0,""integer"":0,""date"":0,""blank"":0}},""diff_in_value"":{""data_type"":""string"",""d_or_m"":""d"",""data_distribution"":{""string"":0,""boolean"":0,""float"":0,""integer"":0,""date"":0,""blank"":1}}}","2016-03-04 06:08:39.97634","2016-03-04 06:08:39.953796",57,0.565058001684953,92,"france-visits",""
2206,1,1,"PROVIDER Rijksmuseum - Item View Line Chart","0178db79490a4da11e6c6ac8aeaf3b439af2c454d9c6711a413213b7d751796b5e","""error""=>"""", ""query""=>""Select split_part(ta.aggregation_level_value,'_',2) as x,output_genre as name, sum(ta.value) as y from core_time_aggregations as ta, (Select o.id as output_id,o.genre as output_genre from impl_outputs o where o.impl_parent_id = 632 and genre in ('item_views','click_throughs')) as b where ta.parent_id = b.output_id and split_part(ta.aggregation_level_value,'_',1)='2015' group by output_genre, split_part(ta.aggregation_level_value,'_',2) order by to_date(split_part(ta.aggregation_level_value,'_',2),'MONTH');"", ""format""=>""json"", ""method""=>""get"", ""number_of_rows""=>""24"", ""number_of_columns""=>""3"", ""refresh_frequency""=>""0""",,,"2015-12-02 14:15:22.063125","2016-03-04 06:53:35.309593","{}","{""x"":{""data_type"":""string"",""d_or_m"":""d"",""data_distribution"":{""string"":24,""boolean"":0,""float"":0,""integer"":0,""date"":0,""blank"":0}},""name"":{""data_type"":""string"",""d_or_m"":""d"",""data_distribution"":{""string"":24,""boolean"":0,""float"":0,""integer"":0,""date"":0,""blank"":0}},""y"":{""data_type"":""integer"",""d_or_m"":""m"",""data_distribution"":{""string"":0,""boolean"":0,""float"":0,""integer"":24,""date"":0,""blank"":0}}}","2016-03-04 06:53:35.307515","2016-03-04 06:53:35.29451",2,0.673475182,1152,"rijksmuseum-item-view-line-chart",""
